SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
050,2,4,46,063,South Dakota,Harding County,1310,1308,1325,1339,1324,-2,17,14,-15,3,18,18,17,4,10,10,6,-1,8,8,11,0,1,2,1,0,8,5,-27,0,9,7,-26,-1,0,-1,0,3,3,3,3,3,13.672616787,13.513513514,12.767555389,7.595898215,7.5075075075,4.5061960195,6.076718572,6.006006006,8.2613593691,0.7595898215,1.5015015015,0.7510326699,6.076718572,3.7537537538,-20.27788209,6.8363083935,5.2552552553,-19.52684942
050,2,4,46,065,South Dakota,Hughes County,17769,17740,17760,17681,17624,-29,20,-79,-57,63,208,218,219,52,199,201,189,11,9,17,30,0,0,1,-3,-40,3,-94,-85,-40,3,-93,-88,0,8,-3,1,775,775,769,774,774,11.718309859,12.302135944,12.406174763,11.211267606,11.342795068,10.706698768,0.5070422535,0.9593408764,1.6994759949,0,0.0564318163,-0.169947599,0.1690140845,-5.304590728,-4.815181986,0.1690140845,-5.248158912,-4.985129585
050,2,4,46,067,South Dakota,Hutchinson County,7426,7426,7377,7351,7394,0,-49,-26,43,19,82,96,96,16,136,115,102,3,-54,-19,-6,0,2,4,9,-4,1,-10,41,-4,3,-6,50,1,2,-1,-1,826,826,826,826,826,11.078835371,13.036393265,13.021363174,18.374653786,15.616512765,13.835198372,-7.295818415,-2.5801195,-0.813835198,0.2702154969,0.5431830527,1.2207527976,0.1351077484,-1.357957632,5.5612071889,0.4053232453,-0.814774579,6.7819599864
050,2,4,46,069,South Dakota,Hyde County,1261,1250,1230,1199,1186,-11,-20,-31,-13,3,18,13,13,10,22,25,25,-7,-4,-12,-12,0,0,0,0,-3,-17,-18,-1,-3,-17,-18,-1,-1,1,-1,0,40,40,40,40,40,14.516129032,10.703993413,10.901467505,17.741935484,20.584602717,20.964360587,-3.225806452,-9.880609304,-10.06289308,0,0,0,-13.70967742,-14.82091396,-0.838574423,-13.70967742,-14.82091396,-0.838574423
050,2,4,46,071,South Dakota,Jackson County,2805,2799,2864,2832,2776,-6,65,-32,-56,17,87,63,62,10,51,46,39,7,36,17,23,0,2,5,2,-12,25,-56,-79,-12,27,-51,-77,-1,2,2,-2,32,32,32,32,32,30.725763729,22.120786517,22.111269615,18.0116546,16.151685393,13.908701854,12.714109129,5.9691011236,8.2025677603,0.7063393961,1.7556179775,0.7132667618,8.829242451,-19.66292135,-28.17403709,9.5355818471,-17.90730337,-27.46077033
050,2,4,46,073,South Dakota,Jerauld County,1663,1648,1645,1662,1660,-15,-3,17,-2,1,18,19,18,10,22,14,18,-9,-4,5,0,0,1,2,1,-7,1,10,-3,-7,2,12,-2,1,-1,0,0,29,29,29,29,29,10.932280595,11.490777139,10.836845274,13.361676283,8.4668884185,10.836845274,-2.429395688,3.0238887209,0,0.607348922,1.2095554884,0.6020469597,0.607348922,6.0477774418,-1.806140879,1.2146978439,7.2573329301,-1.204093919
050,2,4,46,075,South Dakota,Jones County,920,926,879,875,855,6,-47,-4,-20,2,8,9,8,1,14,12,12,1,-6,-3,-4,0,0,0,0,6,-39,-1,-15,6,-39,-1,-15,-1,-2,0,-1,0,0,0,0,0,8.864265928,10.262257697,9.2485549133,15.512465374,13.683010262,13.87283237,-6.648199446,-3.420752566,-4.624277457,0,0,0,-43.2132964,-1.140250855,-17.34104046,-43.2132964,-1.140250855,-17.34104046
050,2,4,46,077,South Dakota,Kingsbury County,5180,5199,5201,5279,5276,19,2,78,-3,15,73,66,66,15,70,78,72,0,3,-12,-6,0,1,6,4,22,-4,84,-1,22,-3,90,3,-3,2,0,0,213,213,213,213,213,14.038461538,12.595419847,12.505921364,13.461538462,14.885496183,13.642823306,0.5769230769,-2.290076336,-1.136901942,0.1923076923,1.1450381679,0.7579346281,-0.769230769,16.030534351,-0.189483657,-0.576923077,17.175572519,0.5684509711
050,2,4,46,079,South Dakota,Lake County,11067,11017,10864,10940,11031,-50,-153,76,91,37,117,109,109,22,116,122,108,15,1,-13,1,0,0,0,10,-58,-154,91,83,-58,-154,91,93,-7,0,-2,-3,588,587,588,588,588,10.694209588,9.9981654742,9.9221701334,10.602806087,11.190607228,9.8311410496,0.0914035008,-1.192441754,0.0910290838,0,0,0.9102908379,-14.07613912,8.3470922766,7.5554139548,-14.07613912,8.3470922766,8.4657047927
050,2,4,46,081,South Dakota,Lawrence County,25771,25844,26162,27240,28053,73,318,1078,813,57,204,203,203,57,297,294,272,0,-93,-91,-69,2,19,45,22,73,400,1059,857,75,419,1104,879,-2,-8,65,3,1031,1029,1029,1033,1034,7.8452486252,7.6027115089,7.3427016078,11.421759028,11.010823565,9.8384967356,-3.576510403,-3.408112056,-2.495795128,0.730684921,1.6853301374,0.7957607654,15.382840441,39.661435901,30.998498906,16.113525362,41.346766039,31.794259671
050,2,4,46,083,South Dakota,Lincoln County,65158,65648,67992,71024,73238,490,2344,3032,2214,207,767,837,834,64,367,355,328,143,400,482,506,1,48,144,63,363,1966,2313,1637,364,2014,2457,1700,-17,-70,93,8,260,260,260,260,260,11.478599222,12.041779364,11.562296377,5.4923675546,5.1073257755,4.5472820285,5.9862316672,6.9344535881,7.0150143489,0.7183478001,2.0717039765,0.8734108774,29.422328644,33.276745123,22.694819148,30.140676444,35.348449099,23.568230026
050,2,4,46,085,South Dakota,Lyman County,3717,3704,3763,3705,3705,-13,59,-58,0,6,69,65,68,10,37,51,45,-4,32,14,23,0,1,13,6,-9,25,-90,-27,-9,26,-77,-21,0,1,5,-2,88,88,88,88,88,18.481317798,17.407605785,18.353576248,9.9102718629,13.658275308,12.145748988,8.5710459354,3.7493304767,6.2078272605,0.2678451855,3.4815211569,1.6194331984,6.6961296371,-24.10283878,-7.287449393,6.9639748226,-20.62131762,-5.668016194
050,2,4,46,087,South Dakota,McCook County,5679,5670,5718,5768,5809,-9,48,50,41,27,75,83,80,21,76,77,74,6,-1,6,6,0,1,0,0,-16,47,45,36,-16,48,45,36,1,1,-1,-1,212,212,212,212,212,13.171759747,14.452376807,13.820506176,13.34738321,13.407626676,12.783968213,-0.175623463,1.0447501306,1.0365379632,0.1756234633,0,0,8.2543027749,7.8356259795,6.2192277792,8.4299262381,7.8356259795,6.2192277792
050,2,4,46,089,South Dakota,McPherson County,2409,2402,2416,2396,2334,-7,14,-20,-62,5,24,22,20,7,39,39,37,-2,-15,-17,-17,0,0,0,0,-5,29,-3,-44,-5,29,-3,-44,0,0,0,-1,205,205,205,205,205,9.9626400996,9.1438071488,8.4566596195,16.189290162,16.209476309,15.644820296,-6.226650062,-7.06566916,-7.188160677,0,0,0,12.03819012,-1.246882793,-18.60465116,12.03819012,-1.246882793,-18.60465116
050,2,4,46,091,South Dakota,Marshall County,4310,4308,4324,4363,4390,-2,16,39,27,17,71,62,65,9,49,59,56,8,22,3,9,0,2,4,13,-9,-9,32,6,-9,-7,36,19,-1,1,0,-1,317,317,317,317,317,16.450417053,14.274202832,14.852050725,11.353104727,13.583515598,12.795612933,5.0973123262,0.6906872338,2.0564377928,0.4633920297,0.9209163117,2.9704101451,-2.085264133,7.3673304938,1.3709585285,-1.621872104,8.2882468056,4.3413686736
050,2,4,46,093,South Dakota,Meade County,29847,29899,30289,30702,30954,52,390,413,252,62,261,276,272,44,238,263,244,18,23,13,28,4,14,13,9,26,352,370,212,30,366,383,221,4,1,17,3,998,998,1001,1026,1027,8.6728251479,9.0505156498,8.8231477877,7.9085532,8.6242232461,7.9148825743,0.7642719479,0.4262924038,0.9082652134,0.4652090118,0.4262924038,0.29194239,11.696683724,12.132937647,6.8768651875,12.161892736,12.55923005,7.1688075775
