year,period,periodName,Unemployment_Rate,Location,real_date
2019,M01,January,5.3,Illinois,2019-01-01T06:00:00Z
2025,M12,December,2.6,Indiana,2025-12-01T06:00:00Z
2025,M11,November,3.1,Indiana,2025-11-01T05:00:00Z
2025,M10,October,NA,Indiana,2025-10-01T05:00:00Z
2025,M09,September,3.5,Indiana,2025-09-01T05:00:00Z
2025,M08,August,3.8,Indiana,2025-08-01T05:00:00Z
2025,M07,July,4.2,Indiana,2025-07-01T05:00:00Z
2025,M06,June,3.9,Indiana,2025-06-01T05:00:00Z
2025,M05,May,3.6,Indiana,2025-05-01T05:00:00Z
2025,M04,April,3.3,Indiana,2025-04-01T05:00:00Z
2025,M03,March,3.8,Indiana,2025-03-01T06:00:00Z
2025,M02,February,4.3,Indiana,2025-02-01T06:00:00Z
2025,M01,January,4.2,Indiana,2025-01-01T06:00:00Z
2024,M12,December,3.6,Indiana,2024-12-01T06:00:00Z
2024,M11,November,3.9,Indiana,2024-11-01T05:00:00Z
2024,M10,October,3.8,Indiana,2024-10-01T05:00:00Z
2024,M09,September,3.8,Indiana,2024-09-01T05:00:00Z
2024,M08,August,4.3,Indiana,2024-08-01T05:00:00Z
2024,M07,July,4.7,Indiana,2024-07-01T05:00:00Z
2024,M06,June,4.3,Indiana,2024-06-01T05:00:00Z
2024,M05,May,3.9,Indiana,2024-05-01T05:00:00Z
2024,M04,April,3.5,Indiana,2024-04-01T05:00:00Z
2024,M03,March,4.2,Indiana,2024-03-01T06:00:00Z
2024,M02,February,4.4,Indiana,2024-02-01T06:00:00Z
2024,M01,January,4,Indiana,2024-01-01T06:00:00Z
2023,M12,December,3.1,Indiana,2023-12-01T06:00:00Z
2023,M11,November,3.4,Indiana,2023-11-01T05:00:00Z
2023,M10,October,3.3,Indiana,2023-10-01T05:00:00Z
2023,M09,September,3.2,Indiana,2023-09-01T05:00:00Z
2023,M08,August,3.5,Indiana,2023-08-01T05:00:00Z
2023,M07,July,3.7,Indiana,2023-07-01T05:00:00Z
2023,M06,June,3.6,Indiana,2023-06-01T05:00:00Z
2023,M05,May,3.4,Indiana,2023-05-01T05:00:00Z
2023,M04,April,2.8,Indiana,2023-04-01T05:00:00Z
2023,M03,March,3.6,Indiana,2023-03-01T06:00:00Z
2023,M02,February,3.8,Indiana,2023-02-01T06:00:00Z
2023,M01,January,3.6,Indiana,2023-01-01T06:00:00Z
2022,M12,December,2.7,Indiana,2022-12-01T06:00:00Z
2022,M11,November,3.1,Indiana,2022-11-01T05:00:00Z
2022,M10,October,3,Indiana,2022-10-01T05:00:00Z
2022,M09,September,2.6,Indiana,2022-09-01T05:00:00Z
2022,M08,August,3.1,Indiana,2022-08-01T05:00:00Z
2022,M07,July,3.5,Indiana,2022-07-01T05:00:00Z
2022,M06,June,3.3,Indiana,2022-06-01T05:00:00Z
2022,M05,May,2.9,Indiana,2022-05-01T05:00:00Z
2022,M04,April,2.6,Indiana,2022-04-01T05:00:00Z
2022,M03,March,3.2,Indiana,2022-03-01T06:00:00Z
2022,M02,February,3.5,Indiana,2022-02-01T06:00:00Z
2022,M01,January,3.4,Indiana,2022-01-01T06:00:00Z
2021,M12,December,2.5,Indiana,2021-12-01T06:00:00Z
2021,M11,November,2.8,Indiana,2021-11-01T05:00:00Z
2021,M10,October,3,Indiana,2021-10-01T05:00:00Z
2021,M09,September,3.1,Indiana,2021-09-01T05:00:00Z
2021,M08,August,3.7,Indiana,2021-08-01T05:00:00Z
2021,M07,July,4.2,Indiana,2021-07-01T05:00:00Z
2021,M06,June,4.5,Indiana,2021-06-01T05:00:00Z
2021,M05,May,4.1,Indiana,2021-05-01T05:00:00Z
2021,M04,April,4.1,Indiana,2021-04-01T05:00:00Z
2021,M03,March,4.8,Indiana,2021-03-01T06:00:00Z
2021,M02,February,5.1,Indiana,2021-02-01T06:00:00Z
2021,M01,January,5.2,Indiana,2021-01-01T06:00:00Z
2020,M12,December,4.6,Indiana,2020-12-01T06:00:00Z
2020,M11,November,5,Indiana,2020-11-01T05:00:00Z
2020,M10,October,5.2,Indiana,2020-10-01T05:00:00Z
2020,M09,September,6,Indiana,2020-09-01T05:00:00Z
2020,M08,August,6.8,Indiana,2020-08-01T05:00:00Z
2020,M07,July,9.3,Indiana,2020-07-01T05:00:00Z
2020,M06,June,10.3,Indiana,2020-06-01T05:00:00Z
2020,M05,May,12.8,Indiana,2020-05-01T05:00:00Z
2020,M04,April,16.5,Indiana,2020-04-01T05:00:00Z
2020,M03,March,4.5,Indiana,2020-03-01T06:00:00Z
2020,M02,February,3.7,Indiana,2020-02-01T06:00:00Z
2020,M01,January,3.8,Indiana,2020-01-01T06:00:00Z
2019,M12,December,2.9,Indiana,2019-12-01T06:00:00Z
2019,M11,November,3.1,Indiana,2019-11-01T05:00:00Z
2019,M10,October,3,Indiana,2019-10-01T05:00:00Z
2019,M09,September,2.8,Indiana,2019-09-01T05:00:00Z
2019,M08,August,3.2,Indiana,2019-08-01T05:00:00Z
2019,M07,July,3.6,Indiana,2019-07-01T05:00:00Z
2019,M06,June,3.4,Indiana,2019-06-01T05:00:00Z
2019,M05,May,3,Indiana,2019-05-01T05:00:00Z
2019,M04,April,2.8,Indiana,2019-04-01T05:00:00Z
2019,M03,March,3.8,Indiana,2019-03-01T06:00:00Z
2019,M02,February,4,Indiana,2019-02-01T06:00:00Z
2019,M01,January,4.2,Indiana,2019-01-01T06:00:00Z
2025,M12,December,3.3,Iowa,2025-12-01T06:00:00Z
2025,M11,November,3.2,Iowa,2025-11-01T05:00:00Z
2025,M10,October,NA,Iowa,2025-10-01T05:00:00Z
2025,M09,September,3.1,Iowa,2025-09-01T05:00:00Z
2025,M08,August,3.8,Iowa,2025-08-01T05:00:00Z
2025,M07,July,3.7,Iowa,2025-07-01T05:00:00Z
2025,M06,June,3.5,Iowa,2025-06-01T05:00:00Z
2025,M05,May,3.3,Iowa,2025-05-01T05:00:00Z
2025,M04,April,3.1,Iowa,2025-04-01T05:00:00Z
2025,M03,March,3.7,Iowa,2025-03-01T06:00:00Z
2025,M02,February,3.8,Iowa,2025-02-01T06:00:00Z
2025,M01,January,4.2,Iowa,2025-01-01T06:00:00Z
2024,M12,December,3.3,Iowa,2024-12-01T06:00:00Z
2024,M11,November,3.3,Iowa,2024-11-01T05:00:00Z
2024,M10,October,3.3,Iowa,2024-10-01T05:00:00Z
2024,M09,September,3,Iowa,2024-09-01T05:00:00Z
2024,M08,August,3.6,Iowa,2024-08-01T05:00:00Z
2024,M07,July,3.6,Iowa,2024-07-01T05:00:00Z
2024,M06,June,3.2,Iowa,2024-06-01T05:00:00Z
2024,M05,May,2.7,Iowa,2024-05-01T05:00:00Z
2024,M04,April,2.3,Iowa,2024-04-01T05:00:00Z
2024,M03,March,2.8,Iowa,2024-03-01T06:00:00Z
2024,M02,February,3.2,Iowa,2024-02-01T06:00:00Z
2024,M01,January,3.6,Iowa,2024-01-01T06:00:00Z
2023,M12,December,2.7,Iowa,2023-12-01T06:00:00Z
2023,M11,November,2.6,Iowa,2023-11-01T05:00:00Z
2023,M10,October,2.9,Iowa,2023-10-01T05:00:00Z
2023,M09,September,2.7,Iowa,2023-09-01T05:00:00Z
2023,M08,August,3.3,Iowa,2023-08-01T05:00:00Z
2023,M07,July,3.1,Iowa,2023-07-01T05:00:00Z
2023,M06,June,3.1,Iowa,2023-06-01T05:00:00Z
2023,M05,May,2.8,Iowa,2023-05-01T05:00:00Z
2023,M04,April,2.3,Iowa,2023-04-01T05:00:00Z
2023,M03,March,3.2,Iowa,2023-03-01T06:00:00Z
2023,M02,February,3.3,Iowa,2023-02-01T06:00:00Z
2023,M01,January,3.7,Iowa,2023-01-01T06:00:00Z
2022,M12,December,3,Iowa,2022-12-01T06:00:00Z
2022,M11,November,2.8,Iowa,2022-11-01T05:00:00Z
2022,M10,October,2.8,Iowa,2022-10-01T05:00:00Z
2022,M09,September,2.6,Iowa,2022-09-01T05:00:00Z
2022,M08,August,3.2,Iowa,2022-08-01T05:00:00Z
2022,M07,July,3.1,Iowa,2022-07-01T05:00:00Z
2022,M06,June,2.8,Iowa,2022-06-01T05:00:00Z
2022,M05,May,2.4,Iowa,2022-05-01T05:00:00Z
2022,M04,April,2.1,Iowa,2022-04-01T05:00:00Z
2022,M03,March,2.9,Iowa,2022-03-01T06:00:00Z
2022,M02,February,3.1,Iowa,2022-02-01T06:00:00Z
2022,M01,January,3.7,Iowa,2022-01-01T06:00:00Z
2021,M12,December,2.8,Iowa,2021-12-01T06:00:00Z
2021,M11,November,2.7,Iowa,2021-11-01T05:00:00Z
2021,M10,October,2.9,Iowa,2021-10-01T05:00:00Z
2021,M09,September,3,Iowa,2021-09-01T05:00:00Z
2021,M08,August,3.9,Iowa,2021-08-01T05:00:00Z
2021,M07,July,4.2,Iowa,2021-07-01T05:00:00Z
2021,M06,June,4.7,Iowa,2021-06-01T05:00:00Z
2021,M05,May,4.3,Iowa,2021-05-01T05:00:00Z
2021,M04,April,4.1,Iowa,2021-04-01T05:00:00Z
2021,M03,March,4.5,Iowa,2021-03-01T06:00:00Z
2021,M02,February,4.8,Iowa,2021-02-01T06:00:00Z
2021,M01,January,5.1,Iowa,2021-01-01T06:00:00Z
2020,M12,December,4.2,Iowa,2020-12-01T06:00:00Z
2020,M11,November,3.8,Iowa,2020-11-01T05:00:00Z
2020,M10,October,3.5,Iowa,2020-10-01T05:00:00Z
2020,M09,September,4.2,Iowa,2020-09-01T05:00:00Z
2020,M08,August,4.8,Iowa,2020-08-01T05:00:00Z
2020,M07,July,6,Iowa,2020-07-01T05:00:00Z
2020,M06,June,7,Iowa,2020-06-01T05:00:00Z
2020,M05,May,8.5,Iowa,2020-05-01T05:00:00Z
2020,M04,April,10.7,Iowa,2020-04-01T05:00:00Z
2020,M03,March,3.4,Iowa,2020-03-01T06:00:00Z
2020,M02,February,2.9,Iowa,2020-02-01T06:00:00Z
2020,M01,January,3.4,Iowa,2020-01-01T06:00:00Z
2019,M12,December,2.6,Iowa,2019-12-01T06:00:00Z
2019,M11,November,2.3,Iowa,2019-11-01T05:00:00Z
2019,M10,October,2.3,Iowa,2019-10-01T05:00:00Z
2019,M09,September,2.2,Iowa,2019-09-01T05:00:00Z
2019,M08,August,2.7,Iowa,2019-08-01T05:00:00Z
2019,M07,July,2.9,Iowa,2019-07-01T05:00:00Z
2019,M06,June,2.8,Iowa,2019-06-01T05:00:00Z
2019,M05,May,2.4,Iowa,2019-05-01T05:00:00Z
2019,M04,April,2.2,Iowa,2019-04-01T05:00:00Z
2019,M03,March,3.1,Iowa,2019-03-01T06:00:00Z
2019,M02,February,3,Iowa,2019-02-01T06:00:00Z
2019,M01,January,3.5,Iowa,2019-01-01T06:00:00Z
2025,M12,December,3.4,Kansas,2025-12-01T06:00:00Z
2025,M11,November,3.4,Kansas,2025-11-01T05:00:00Z
2025,M10,October,NA,Kansas,2025-10-01T05:00:00Z
2025,M09,September,3.6,Kansas,2025-09-01T05:00:00Z
2025,M08,August,4.2,Kansas,2025-08-01T05:00:00Z
2025,M07,July,4.3,Kansas,2025-07-01T05:00:00Z
2025,M06,June,4,Kansas,2025-06-01T05:00:00Z
2025,M05,May,3.6,Kansas,2025-05-01T05:00:00Z
2025,M04,April,3.5,Kansas,2025-04-01T05:00:00Z
2025,M03,March,3.8,Kansas,2025-03-01T06:00:00Z
2025,M02,February,4,Kansas,2025-02-01T06:00:00Z
2025,M01,January,3.8,Kansas,2025-01-01T06:00:00Z
2024,M12,December,3.3,Kansas,2024-12-01T06:00:00Z
2024,M11,November,3.4,Kansas,2024-11-01T05:00:00Z
2024,M10,October,3.6,Kansas,2024-10-01T05:00:00Z
2024,M09,September,3.4,Kansas,2024-09-01T05:00:00Z
2024,M08,August,4.1,Kansas,2024-08-01T05:00:00Z
2024,M07,July,4.3,Kansas,2024-07-01T05:00:00Z
2024,M06,June,3.9,Kansas,2024-06-01T05:00:00Z
2024,M05,May,3.3,Kansas,2024-05-01T05:00:00Z
2024,M04,April,3.1,Kansas,2024-04-01T05:00:00Z
2024,M03,March,3.3,Kansas,2024-03-01T06:00:00Z
2024,M02,February,3.5,Kansas,2024-02-01T06:00:00Z
2024,M01,January,3.1,Kansas,2024-01-01T06:00:00Z
2023,M12,December,2.5,Kansas,2023-12-01T06:00:00Z
2023,M11,November,2.3,Kansas,2023-11-01T05:00:00Z
2023,M10,October,3,Kansas,2023-10-01T05:00:00Z
2023,M09,September,2.7,Kansas,2023-09-01T05:00:00Z
2023,M08,August,3.3,Kansas,2023-08-01T05:00:00Z
2023,M07,July,3.2,Kansas,2023-07-01T05:00:00Z
2023,M06,June,3.1,Kansas,2023-06-01T05:00:00Z
2023,M05,May,2.7,Kansas,2023-05-01T05:00:00Z
2023,M04,April,2.6,Kansas,2023-04-01T05:00:00Z
2023,M03,March,3,Kansas,2023-03-01T06:00:00Z
2023,M02,February,3.3,Kansas,2023-02-01T06:00:00Z
2023,M01,January,3,Kansas,2023-01-01T06:00:00Z
2022,M12,December,2.6,Kansas,2022-12-01T06:00:00Z
2022,M11,November,2.5,Kansas,2022-11-01T05:00:00Z
2022,M10,October,2.9,Kansas,2022-10-01T05:00:00Z
2022,M09,September,2.6,Kansas,2022-09-01T05:00:00Z
2022,M08,August,3.3,Kansas,2022-08-01T05:00:00Z
2022,M07,July,3.4,Kansas,2022-07-01T05:00:00Z
2022,M06,June,3,Kansas,2022-06-01T05:00:00Z
2022,M05,May,2.5,Kansas,2022-05-01T05:00:00Z
2022,M04,April,2.3,Kansas,2022-04-01T05:00:00Z
2022,M03,March,2.7,Kansas,2022-03-01T06:00:00Z
2022,M02,February,2.9,Kansas,2022-02-01T06:00:00Z
2022,M01,January,2.8,Kansas,2022-01-01T06:00:00Z
2021,M12,December,2.1,Kansas,2021-12-01T06:00:00Z
2021,M11,November,2.2,Kansas,2021-11-01T05:00:00Z
2021,M10,October,2.8,Kansas,2021-10-01T05:00:00Z
2021,M09,September,2.9,Kansas,2021-09-01T05:00:00Z
2021,M08,August,3.7,Kansas,2021-08-01T05:00:00Z
2021,M07,July,4.2,Kansas,2021-07-01T05:00:00Z
2021,M06,June,4.1,Kansas,2021-06-01T05:00:00Z
2021,M05,May,3.5,Kansas,2021-05-01T05:00:00Z
2021,M04,April,3.5,Kansas,2021-04-01T05:00:00Z
2021,M03,March,3.8,Kansas,2021-03-01T06:00:00Z
2021,M02,February,4.1,Kansas,2021-02-01T06:00:00Z
2021,M01,January,4.3,Kansas,2021-01-01T06:00:00Z
2020,M12,December,4.1,Kansas,2020-12-01T06:00:00Z
2020,M11,November,4.2,Kansas,2020-11-01T05:00:00Z
2020,M10,October,4.6,Kansas,2020-10-01T05:00:00Z
2020,M09,September,5.3,Kansas,2020-09-01T05:00:00Z
2020,M08,August,5.9,Kansas,2020-08-01T05:00:00Z
2020,M07,July,7.3,Kansas,2020-07-01T05:00:00Z
2020,M06,June,7.5,Kansas,2020-06-01T05:00:00Z
2020,M05,May,9.3,Kansas,2020-05-01T05:00:00Z
2020,M04,April,11.8,Kansas,2020-04-01T05:00:00Z
2020,M03,March,3.6,Kansas,2020-03-01T06:00:00Z
2020,M02,February,3.2,Kansas,2020-02-01T06:00:00Z
2020,M01,January,3.2,Kansas,2020-01-01T06:00:00Z
2019,M12,December,2.7,Kansas,2019-12-01T06:00:00Z
2019,M11,November,2.7,Kansas,2019-11-01T05:00:00Z
2019,M10,October,2.9,Kansas,2019-10-01T05:00:00Z
2019,M09,September,2.8,Kansas,2019-09-01T05:00:00Z
2019,M08,August,3.4,Kansas,2019-08-01T05:00:00Z
2019,M07,July,3.8,Kansas,2019-07-01T05:00:00Z
2019,M06,June,3.3,Kansas,2019-06-01T05:00:00Z
2019,M05,May,3,Kansas,2019-05-01T05:00:00Z
2019,M04,April,2.8,Kansas,2019-04-01T05:00:00Z
2019,M03,March,3.4,Kansas,2019-03-01T06:00:00Z
2019,M02,February,3.5,Kansas,2019-02-01T06:00:00Z
2019,M01,January,3.7,Kansas,2019-01-01T06:00:00Z
2025,M12,December,3.5,Kentucky,2025-12-01T06:00:00Z
2025,M11,November,3.9,Kentucky,2025-11-01T05:00:00Z
2025,M10,October,NA,Kentucky,2025-10-01T05:00:00Z
2025,M09,September,4.4,Kentucky,2025-09-01T05:00:00Z
2025,M08,August,4.4,Kentucky,2025-08-01T05:00:00Z
2025,M07,July,5.3,Kentucky,2025-07-01T05:00:00Z
2025,M06,June,4.9,Kentucky,2025-06-01T05:00:00Z
2025,M05,May,4.4,Kentucky,2025-05-01T05:00:00Z
2025,M04,April,4.2,Kentucky,2025-04-01T05:00:00Z
2025,M03,March,5.1,Kentucky,2025-03-01T06:00:00Z
2025,M02,February,5.2,Kentucky,2025-02-01T06:00:00Z
2025,M01,January,5.2,Kentucky,2025-01-01T06:00:00Z
2024,M12,December,4.4,Kentucky,2024-12-01T06:00:00Z
2024,M11,November,4.6,Kentucky,2024-11-01T05:00:00Z
2024,M10,October,4.5,Kentucky,2024-10-01T05:00:00Z
2024,M09,September,4.6,Kentucky,2024-09-01T05:00:00Z
2024,M08,August,4.9,Kentucky,2024-08-01T05:00:00Z
2024,M07,July,5.7,Kentucky,2024-07-01T05:00:00Z
2024,M06,June,5.2,Kentucky,2024-06-01T05:00:00Z
2024,M05,May,4.5,Kentucky,2024-05-01T05:00:00Z
2024,M04,April,4.2,Kentucky,2024-04-01T05:00:00Z
2024,M03,March,5.1,Kentucky,2024-03-01T06:00:00Z
2024,M02,February,5.2,Kentucky,2024-02-01T06:00:00Z
2024,M01,January,4.9,Kentucky,2024-01-01T06:00:00Z
2023,M12,December,4.1,Kentucky,2023-12-01T06:00:00Z
2023,M11,November,4,Kentucky,2023-11-01T05:00:00Z
2023,M10,October,4.1,Kentucky,2023-10-01T05:00:00Z
2023,M09,September,4.1,Kentucky,2023-09-01T05:00:00Z
2023,M08,August,4.2,Kentucky,2023-08-01T05:00:00Z
2023,M07,July,4.7,Kentucky,2023-07-01T05:00:00Z
2023,M06,June,4.7,Kentucky,2023-06-01T05:00:00Z
2023,M05,May,4.1,Kentucky,2023-05-01T05:00:00Z
2023,M04,April,3.5,Kentucky,2023-04-01T05:00:00Z
2023,M03,March,4.4,Kentucky,2023-03-01T06:00:00Z
2023,M02,February,4.7,Kentucky,2023-02-01T06:00:00Z
2023,M01,January,4.5,Kentucky,2023-01-01T06:00:00Z
2022,M12,December,3.6,Kentucky,2022-12-01T06:00:00Z
2022,M11,November,3.7,Kentucky,2022-11-01T05:00:00Z
2022,M10,October,3.8,Kentucky,2022-10-01T05:00:00Z
2022,M09,September,3.7,Kentucky,2022-09-01T05:00:00Z
2022,M08,August,4,Kentucky,2022-08-01T05:00:00Z
2022,M07,July,4.5,Kentucky,2022-07-01T05:00:00Z
2022,M06,June,4.5,Kentucky,2022-06-01T05:00:00Z
2022,M05,May,3.9,Kentucky,2022-05-01T05:00:00Z
2022,M04,April,3.4,Kentucky,2022-04-01T05:00:00Z
2022,M03,March,4.5,Kentucky,2022-03-01T06:00:00Z
2022,M02,February,4.3,Kentucky,2022-02-01T06:00:00Z
2022,M01,January,4.5,Kentucky,2022-01-01T06:00:00Z
2021,M12,December,3.6,Kentucky,2021-12-01T06:00:00Z
2021,M11,November,3.7,Kentucky,2021-11-01T05:00:00Z
2021,M10,October,3.9,Kentucky,2021-10-01T05:00:00Z
2021,M09,September,4.1,Kentucky,2021-09-01T05:00:00Z
2021,M08,August,4.1,Kentucky,2021-08-01T05:00:00Z
2021,M07,July,5.1,Kentucky,2021-07-01T05:00:00Z
2021,M06,June,5.4,Kentucky,2021-06-01T05:00:00Z
2021,M05,May,4.1,Kentucky,2021-05-01T05:00:00Z
2021,M04,April,4.2,Kentucky,2021-04-01T05:00:00Z
2021,M03,March,5,Kentucky,2021-03-01T06:00:00Z
2021,M02,February,5,Kentucky,2021-02-01T06:00:00Z
2021,M01,January,5.1,Kentucky,2021-01-01T06:00:00Z
2020,M12,December,4.6,Kentucky,2020-12-01T06:00:00Z
2020,M11,November,4.1,Kentucky,2020-11-01T05:00:00Z
2020,M10,October,4.2,Kentucky,2020-10-01T05:00:00Z
2020,M09,September,4.8,Kentucky,2020-09-01T05:00:00Z
2020,M08,August,4.9,Kentucky,2020-08-01T05:00:00Z
2020,M07,July,6.1,Kentucky,2020-07-01T05:00:00Z
2020,M06,June,5.8,Kentucky,2020-06-01T05:00:00Z
2020,M05,May,12.9,Kentucky,2020-05-01T05:00:00Z
2020,M04,April,16.1,Kentucky,2020-04-01T05:00:00Z
2020,M03,March,5.2,Kentucky,2020-03-01T06:00:00Z
2020,M02,February,4.4,Kentucky,2020-02-01T06:00:00Z
2020,M01,January,4.5,Kentucky,2020-01-01T06:00:00Z
2019,M12,December,3.6,Kentucky,2019-12-01T06:00:00Z
2019,M11,November,3.5,Kentucky,2019-11-01T05:00:00Z
2019,M10,October,3.6,Kentucky,2019-10-01T05:00:00Z
2019,M09,September,3.6,Kentucky,2019-09-01T05:00:00Z
2019,M08,August,3.9,Kentucky,2019-08-01T05:00:00Z
2019,M07,July,4.6,Kentucky,2019-07-01T05:00:00Z
2019,M06,June,4.6,Kentucky,2019-06-01T05:00:00Z
2019,M05,May,4,Kentucky,2019-05-01T05:00:00Z
2019,M04,April,3.8,Kentucky,2019-04-01T05:00:00Z
2019,M03,March,4.7,Kentucky,2019-03-01T06:00:00Z
2019,M02,February,4.7,Kentucky,2019-02-01T06:00:00Z
2019,M01,January,4.7,Kentucky,2019-01-01T06:00:00Z
2025,M12,December,3.9,Louisiana,2025-12-01T06:00:00Z
2025,M11,November,4.3,Louisiana,2025-11-01T05:00:00Z
2025,M10,October,NA,Louisiana,2025-10-01T05:00:00Z
2025,M09,September,4.4,Louisiana,2025-09-01T05:00:00Z
2025,M08,August,4.4,Louisiana,2025-08-01T05:00:00Z
2025,M07,July,4.6,Louisiana,2025-07-01T05:00:00Z
2025,M06,June,4.8,Louisiana,2025-06-01T05:00:00Z
2025,M05,May,4.3,Louisiana,2025-05-01T05:00:00Z
2025,M04,April,3.8,Louisiana,2025-04-01T05:00:00Z
2025,M03,March,4.2,Louisiana,2025-03-01T06:00:00Z
2025,M02,February,4.1,Louisiana,2025-02-01T06:00:00Z
2025,M01,January,4.4,Louisiana,2025-01-01T06:00:00Z
2024,M12,December,4,Louisiana,2024-12-01T06:00:00Z
2024,M11,November,4.3,Louisiana,2024-11-01T05:00:00Z
2024,M10,October,4.5,Louisiana,2024-10-01T05:00:00Z
2024,M09,September,4.5,Louisiana,2024-09-01T05:00:00Z
2024,M08,August,4.7,Louisiana,2024-08-01T05:00:00Z
2024,M07,July,4.8,Louisiana,2024-07-01T05:00:00Z
2024,M06,June,4.8,Louisiana,2024-06-01T05:00:00Z
2024,M05,May,3.9,Louisiana,2024-05-01T05:00:00Z
2024,M04,April,3.6,Louisiana,2024-04-01T05:00:00Z
2024,M03,March,4,Louisiana,2024-03-01T06:00:00Z
2024,M02,February,4.2,Louisiana,2024-02-01T06:00:00Z
2024,M01,January,4.3,Louisiana,2024-01-01T06:00:00Z
2023,M12,December,3.9,Louisiana,2023-12-01T06:00:00Z
2023,M11,November,3.8,Louisiana,2023-11-01T05:00:00Z
2023,M10,October,3.9,Louisiana,2023-10-01T05:00:00Z
2023,M09,September,4,Louisiana,2023-09-01T05:00:00Z
2023,M08,August,3.9,Louisiana,2023-08-01T05:00:00Z
2023,M07,July,3.7,Louisiana,2023-07-01T05:00:00Z
2023,M06,June,4.2,Louisiana,2023-06-01T05:00:00Z
2023,M05,May,3.7,Louisiana,2023-05-01T05:00:00Z
2023,M04,April,3.1,Louisiana,2023-04-01T05:00:00Z
2023,M03,March,3.4,Louisiana,2023-03-01T06:00:00Z
2023,M02,February,3.5,Louisiana,2023-02-01T06:00:00Z
2023,M01,January,3.7,Louisiana,2023-01-01T06:00:00Z
2022,M12,December,3.2,Louisiana,2022-12-01T06:00:00Z
2022,M11,November,3.2,Louisiana,2022-11-01T05:00:00Z
2022,M10,October,3.3,Louisiana,2022-10-01T05:00:00Z
2022,M09,September,3.6,Louisiana,2022-09-01T05:00:00Z
2022,M08,August,3.9,Louisiana,2022-08-01T05:00:00Z
2022,M07,July,4.1,Louisiana,2022-07-01T05:00:00Z
2022,M06,June,4.4,Louisiana,2022-06-01T05:00:00Z
2022,M05,May,3.6,Louisiana,2022-05-01T05:00:00Z
2022,M04,April,3.3,Louisiana,2022-04-01T05:00:00Z
2022,M03,March,3.6,Louisiana,2022-03-01T06:00:00Z
2022,M02,February,3.7,Louisiana,2022-02-01T06:00:00Z
2022,M01,January,4.2,Louisiana,2022-01-01T06:00:00Z
2021,M12,December,3.4,Louisiana,2021-12-01T06:00:00Z
2021,M11,November,3.8,Louisiana,2021-11-01T05:00:00Z
2021,M10,October,4.3,Louisiana,2021-10-01T05:00:00Z
2021,M09,September,5,Louisiana,2021-09-01T05:00:00Z
2021,M08,August,5.3,Louisiana,2021-08-01T05:00:00Z
2021,M07,July,6,Louisiana,2021-07-01T05:00:00Z
2021,M06,June,6.9,Louisiana,2021-06-01T05:00:00Z
2021,M05,May,6.2,Louisiana,2021-05-01T05:00:00Z
2021,M04,April,6.2,Louisiana,2021-04-01T05:00:00Z
2021,M03,March,6.2,Louisiana,2021-03-01T06:00:00Z
2021,M02,February,6.6,Louisiana,2021-02-01T06:00:00Z
2021,M01,January,7.1,Louisiana,2021-01-01T06:00:00Z
2020,M12,December,6.9,Louisiana,2020-12-01T06:00:00Z
2020,M11,November,6.9,Louisiana,2020-11-01T05:00:00Z
2020,M10,October,7.9,Louisiana,2020-10-01T05:00:00Z
2020,M09,September,9.3,Louisiana,2020-09-01T05:00:00Z
2020,M08,August,9,Louisiana,2020-08-01T05:00:00Z
2020,M07,July,11,Louisiana,2020-07-01T05:00:00Z
2020,M06,June,11.7,Louisiana,2020-06-01T05:00:00Z
2020,M05,May,12.6,Louisiana,2020-05-01T05:00:00Z
2020,M04,April,13,Louisiana,2020-04-01T05:00:00Z
2020,M03,March,6.8,Louisiana,2020-03-01T06:00:00Z
2020,M02,February,4,Louisiana,2020-02-01T06:00:00Z
2020,M01,January,4.8,Louisiana,2020-01-01T06:00:00Z
2019,M12,December,4.4,Louisiana,2019-12-01T06:00:00Z
2019,M11,November,4.6,Louisiana,2019-11-01T05:00:00Z
2019,M10,October,4.7,Louisiana,2019-10-01T05:00:00Z
2019,M09,September,4.7,Louisiana,2019-09-01T05:00:00Z
2019,M08,August,5,Louisiana,2019-08-01T05:00:00Z
2019,M07,July,5.3,Louisiana,2019-07-01T05:00:00Z
2019,M06,June,5.4,Louisiana,2019-06-01T05:00:00Z
2019,M05,May,4.3,Louisiana,2019-05-01T05:00:00Z
2019,M04,April,3.8,Louisiana,2019-04-01T05:00:00Z
2019,M03,March,4.1,Louisiana,2019-03-01T06:00:00Z
2019,M02,February,4.3,Louisiana,2019-02-01T06:00:00Z
2019,M01,January,5.1,Louisiana,2019-01-01T06:00:00Z
2025,M12,December,3.3,Maine,2025-12-01T06:00:00Z
2025,M11,November,3.4,Maine,2025-11-01T05:00:00Z
2025,M10,October,NA,Maine,2025-10-01T05:00:00Z
2025,M09,September,3,Maine,2025-09-01T05:00:00Z
2025,M08,August,3,Maine,2025-08-01T05:00:00Z
2025,M07,July,3,Maine,2025-07-01T05:00:00Z
2025,M06,June,2.8,Maine,2025-06-01T05:00:00Z
2025,M05,May,3.3,Maine,2025-05-01T05:00:00Z
2025,M04,April,3.4,Maine,2025-04-01T05:00:00Z
2025,M03,March,3.8,Maine,2025-03-01T06:00:00Z
2025,M02,February,4,Maine,2025-02-01T06:00:00Z
2025,M01,January,3.9,Maine,2025-01-01T06:00:00Z
2024,M12,December,3.3,Maine,2024-12-01T06:00:00Z
