year,period,periodName,Unemployment_Rate,Location,real_date
2019,M06,June,4.2,California,2019-06-01T05:00:00Z
2019,M05,May,3.6,California,2019-05-01T05:00:00Z
2019,M04,April,3.8,California,2019-04-01T05:00:00Z
2019,M03,March,4.5,California,2019-03-01T06:00:00Z
2019,M02,February,4.4,California,2019-02-01T06:00:00Z
2019,M01,January,4.9,California,2019-01-01T06:00:00Z
2026,M06,June,4,Colorado,2026-06-01T05:00:00Z
2026,M05,May,3.7,Colorado,2026-05-01T05:00:00Z
2026,M04,April,3.5,Colorado,2026-04-01T05:00:00Z
2026,M03,March,3.8,Colorado,2026-03-01T06:00:00Z
2026,M02,February,4.4,Colorado,2026-02-01T06:00:00Z
2026,M01,January,4.3,Colorado,2026-01-01T06:00:00Z
2025,M12,December,3.6,Colorado,2025-12-01T06:00:00Z
2025,M11,November,3.8,Colorado,2025-11-01T05:00:00Z
2025,M10,October,NA,Colorado,2025-10-01T05:00:00Z
2025,M09,September,3.8,Colorado,2025-09-01T05:00:00Z
2025,M08,August,3.9,Colorado,2025-08-01T05:00:00Z
2025,M07,July,4.1,Colorado,2025-07-01T05:00:00Z
2025,M06,June,4,Colorado,2025-06-01T05:00:00Z
2025,M05,May,4,Colorado,2025-05-01T05:00:00Z
2025,M04,April,3.9,Colorado,2025-04-01T05:00:00Z
2025,M03,March,4.2,Colorado,2025-03-01T06:00:00Z
2025,M02,February,4.6,Colorado,2025-02-01T06:00:00Z
2025,M01,January,4.5,Colorado,2025-01-01T06:00:00Z
2024,M12,December,4.2,Colorado,2024-12-01T06:00:00Z
2024,M11,November,4.4,Colorado,2024-11-01T05:00:00Z
2024,M10,October,4.2,Colorado,2024-10-01T05:00:00Z
2024,M09,September,4.1,Colorado,2024-09-01T05:00:00Z
2024,M08,August,4.4,Colorado,2024-08-01T05:00:00Z
2024,M07,July,4.4,Colorado,2024-07-01T05:00:00Z
2024,M06,June,4.3,Colorado,2024-06-01T05:00:00Z
2024,M05,May,3.9,Colorado,2024-05-01T05:00:00Z
2024,M04,April,3.7,Colorado,2024-04-01T05:00:00Z
2024,M03,March,3.7,Colorado,2024-03-01T06:00:00Z
2024,M02,February,4.2,Colorado,2024-02-01T06:00:00Z
2024,M01,January,4.1,Colorado,2024-01-01T06:00:00Z
2023,M12,December,3.6,Colorado,2023-12-01T06:00:00Z
2023,M11,November,3.4,Colorado,2023-11-01T05:00:00Z
2023,M10,October,3.4,Colorado,2023-10-01T05:00:00Z
2023,M09,September,3.3,Colorado,2023-09-01T05:00:00Z
2023,M08,August,3.5,Colorado,2023-08-01T05:00:00Z
2023,M07,July,3.3,Colorado,2023-07-01T05:00:00Z
2023,M06,June,3.6,Colorado,2023-06-01T05:00:00Z
2023,M05,May,3,Colorado,2023-05-01T05:00:00Z
2023,M04,April,2.7,Colorado,2023-04-01T05:00:00Z
2023,M03,March,3,Colorado,2023-03-01T06:00:00Z
2023,M02,February,3.4,Colorado,2023-02-01T06:00:00Z
2023,M01,January,3.2,Colorado,2023-01-01T06:00:00Z
2022,M12,December,2.7,Colorado,2022-12-01T06:00:00Z
2022,M11,November,2.9,Colorado,2022-11-01T05:00:00Z
2022,M10,October,2.8,Colorado,2022-10-01T05:00:00Z
2022,M09,September,2.7,Colorado,2022-09-01T05:00:00Z
2022,M08,August,2.8,Colorado,2022-08-01T05:00:00Z
2022,M07,July,3,Colorado,2022-07-01T05:00:00Z
2022,M06,June,3,Colorado,2022-06-01T05:00:00Z
2022,M05,May,2.8,Colorado,2022-05-01T05:00:00Z
2022,M04,April,2.9,Colorado,2022-04-01T05:00:00Z
2022,M03,March,3.4,Colorado,2022-03-01T06:00:00Z
2022,M02,February,3.9,Colorado,2022-02-01T06:00:00Z
2022,M01,January,4.2,Colorado,2022-01-01T06:00:00Z
2021,M12,December,3.9,Colorado,2021-12-01T06:00:00Z
2021,M11,November,4.1,Colorado,2021-11-01T05:00:00Z
2021,M10,October,4.7,Colorado,2021-10-01T05:00:00Z
2021,M09,September,4.8,Colorado,2021-09-01T05:00:00Z
2021,M08,August,5.3,Colorado,2021-08-01T05:00:00Z
2021,M07,July,5.7,Colorado,2021-07-01T05:00:00Z
2021,M06,June,6.3,Colorado,2021-06-01T05:00:00Z
2021,M05,May,5.8,Colorado,2021-05-01T05:00:00Z
2021,M04,April,6.1,Colorado,2021-04-01T05:00:00Z
2021,M03,March,6.2,Colorado,2021-03-01T06:00:00Z
2021,M02,February,6.3,Colorado,2021-02-01T06:00:00Z
2021,M01,January,6.6,Colorado,2021-01-01T06:00:00Z
2020,M12,December,6.4,Colorado,2020-12-01T06:00:00Z
2020,M11,November,6.1,Colorado,2020-11-01T05:00:00Z
2020,M10,October,5.9,Colorado,2020-10-01T05:00:00Z
2020,M09,September,6.2,Colorado,2020-09-01T05:00:00Z
2020,M08,August,6,Colorado,2020-08-01T05:00:00Z
2020,M07,July,6.8,Colorado,2020-07-01T05:00:00Z
2020,M06,June,11.3,Colorado,2020-06-01T05:00:00Z
2020,M05,May,11.8,Colorado,2020-05-01T05:00:00Z
2020,M04,April,10.9,Colorado,2020-04-01T05:00:00Z
2020,M03,March,3.9,Colorado,2020-03-01T06:00:00Z
2020,M02,February,3.3,Colorado,2020-02-01T06:00:00Z
2020,M01,January,3.1,Colorado,2020-01-01T06:00:00Z
2019,M12,December,2.6,Colorado,2019-12-01T06:00:00Z
2019,M11,November,2.5,Colorado,2019-11-01T05:00:00Z
2019,M10,October,2.5,Colorado,2019-10-01T05:00:00Z
2019,M09,September,2.4,Colorado,2019-09-01T05:00:00Z
2019,M08,August,2.6,Colorado,2019-08-01T05:00:00Z
2019,M07,July,2.7,Colorado,2019-07-01T05:00:00Z
2019,M06,June,2.7,Colorado,2019-06-01T05:00:00Z
2019,M05,May,2.4,Colorado,2019-05-01T05:00:00Z
2019,M04,April,2.4,Colorado,2019-04-01T05:00:00Z
2019,M03,March,2.8,Colorado,2019-03-01T06:00:00Z
2019,M02,February,3.1,Colorado,2019-02-01T06:00:00Z
2019,M01,January,3.3,Colorado,2019-01-01T06:00:00Z
2026,M06,June,4.9,Connecticut,2026-06-01T05:00:00Z
2026,M05,May,5,Connecticut,2026-05-01T05:00:00Z
2026,M04,April,5.2,Connecticut,2026-04-01T05:00:00Z
2026,M03,March,5.1,Connecticut,2026-03-01T06:00:00Z
2026,M02,February,5.8,Connecticut,2026-02-01T06:00:00Z
2026,M01,January,5.5,Connecticut,2026-01-01T06:00:00Z
2025,M12,December,4.1,Connecticut,2025-12-01T06:00:00Z
2025,M11,November,4.4,Connecticut,2025-11-01T05:00:00Z
2025,M10,October,NA,Connecticut,2025-10-01T05:00:00Z
2025,M09,September,4,Connecticut,2025-09-01T05:00:00Z
2025,M08,August,4.1,Connecticut,2025-08-01T05:00:00Z
2025,M07,July,4.3,Connecticut,2025-07-01T05:00:00Z
2025,M06,June,3.6,Connecticut,2025-06-01T05:00:00Z
2025,M05,May,3.8,Connecticut,2025-05-01T05:00:00Z
2025,M04,April,3.3,Connecticut,2025-04-01T05:00:00Z
2025,M03,March,3.9,Connecticut,2025-03-01T06:00:00Z
2025,M02,February,4.3,Connecticut,2025-02-01T06:00:00Z
2025,M01,January,4.1,Connecticut,2025-01-01T06:00:00Z
2024,M12,December,3,Connecticut,2024-12-01T06:00:00Z
2024,M11,November,3.2,Connecticut,2024-11-01T05:00:00Z
2024,M10,October,3.2,Connecticut,2024-10-01T05:00:00Z
2024,M09,September,3,Connecticut,2024-09-01T05:00:00Z
2024,M08,August,3.5,Connecticut,2024-08-01T05:00:00Z
2024,M07,July,3.8,Connecticut,2024-07-01T05:00:00Z
2024,M06,June,3,Connecticut,2024-06-01T05:00:00Z
2024,M05,May,3.2,Connecticut,2024-05-01T05:00:00Z
2024,M04,April,2.7,Connecticut,2024-04-01T05:00:00Z
2024,M03,March,3.3,Connecticut,2024-03-01T06:00:00Z
2024,M02,February,3.9,Connecticut,2024-02-01T06:00:00Z
2024,M01,January,3.7,Connecticut,2024-01-01T06:00:00Z
2023,M12,December,2.8,Connecticut,2023-12-01T06:00:00Z
2023,M11,November,2.9,Connecticut,2023-11-01T05:00:00Z
2023,M10,October,3.1,Connecticut,2023-10-01T05:00:00Z
2023,M09,September,2.9,Connecticut,2023-09-01T05:00:00Z
2023,M08,August,3.3,Connecticut,2023-08-01T05:00:00Z
2023,M07,July,3.4,Connecticut,2023-07-01T05:00:00Z
2023,M06,June,3,Connecticut,2023-06-01T05:00:00Z
2023,M05,May,3.2,Connecticut,2023-05-01T05:00:00Z
2023,M04,April,2.6,Connecticut,2023-04-01T05:00:00Z
2023,M03,March,3.4,Connecticut,2023-03-01T06:00:00Z
2023,M02,February,4,Connecticut,2023-02-01T06:00:00Z
2023,M01,January,3.8,Connecticut,2023-01-01T06:00:00Z
2022,M12,December,2.9,Connecticut,2022-12-01T06:00:00Z
2022,M11,November,3.2,Connecticut,2022-11-01T05:00:00Z
2022,M10,October,3.5,Connecticut,2022-10-01T05:00:00Z
2022,M09,September,3.4,Connecticut,2022-09-01T05:00:00Z
2022,M08,August,3.9,Connecticut,2022-08-01T05:00:00Z
2022,M07,July,4.3,Connecticut,2022-07-01T05:00:00Z
2022,M06,June,4,Connecticut,2022-06-01T05:00:00Z
2022,M05,May,4.2,Connecticut,2022-05-01T05:00:00Z
2022,M04,April,3.9,Connecticut,2022-04-01T05:00:00Z
2022,M03,March,4.5,Connecticut,2022-03-01T06:00:00Z
2022,M02,February,5.2,Connecticut,2022-02-01T06:00:00Z
2022,M01,January,5.4,Connecticut,2022-01-01T06:00:00Z
2021,M12,December,4.4,Connecticut,2021-12-01T06:00:00Z
2021,M11,November,4.7,Connecticut,2021-11-01T05:00:00Z
2021,M10,October,5.3,Connecticut,2021-10-01T05:00:00Z
2021,M09,September,5.6,Connecticut,2021-09-01T05:00:00Z
2021,M08,August,6.4,Connecticut,2021-08-01T05:00:00Z
2021,M07,July,7,Connecticut,2021-07-01T05:00:00Z
2021,M06,June,6.9,Connecticut,2021-06-01T05:00:00Z
2021,M05,May,7,Connecticut,2021-05-01T05:00:00Z
2021,M04,April,6.9,Connecticut,2021-04-01T05:00:00Z
2021,M03,March,7.4,Connecticut,2021-03-01T06:00:00Z
2021,M02,February,7.9,Connecticut,2021-02-01T06:00:00Z
2021,M01,January,7.9,Connecticut,2021-01-01T06:00:00Z
2020,M12,December,6.9,Connecticut,2020-12-01T06:00:00Z
2020,M11,November,7,Connecticut,2020-11-01T05:00:00Z
2020,M10,October,7.4,Connecticut,2020-10-01T05:00:00Z
2020,M09,September,8.5,Connecticut,2020-09-01T05:00:00Z
2020,M08,August,9.4,Connecticut,2020-08-01T05:00:00Z
2020,M07,July,12.1,Connecticut,2020-07-01T05:00:00Z
2020,M06,June,11.4,Connecticut,2020-06-01T05:00:00Z
2020,M05,May,12.1,Connecticut,2020-05-01T05:00:00Z
2020,M04,April,7.8,Connecticut,2020-04-01T05:00:00Z
2020,M03,March,4.7,Connecticut,2020-03-01T06:00:00Z
2020,M02,February,4.2,Connecticut,2020-02-01T06:00:00Z
2020,M01,January,4.3,Connecticut,2020-01-01T06:00:00Z
2019,M12,December,3.1,Connecticut,2019-12-01T06:00:00Z
2019,M11,November,3.1,Connecticut,2019-11-01T05:00:00Z
2019,M10,October,3.3,Connecticut,2019-10-01T05:00:00Z
2019,M09,September,3.3,Connecticut,2019-09-01T05:00:00Z
2019,M08,August,3.7,Connecticut,2019-08-01T05:00:00Z
2019,M07,July,3.9,Connecticut,2019-07-01T05:00:00Z
2019,M06,June,3.5,Connecticut,2019-06-01T05:00:00Z
2019,M05,May,3.5,Connecticut,2019-05-01T05:00:00Z
2019,M04,April,3.1,Connecticut,2019-04-01T05:00:00Z
2019,M03,March,3.9,Connecticut,2019-03-01T06:00:00Z
2019,M02,February,4.1,Connecticut,2019-02-01T06:00:00Z
2019,M01,January,4.4,Connecticut,2019-01-01T06:00:00Z
2026,M06,June,4.9,Delaware,2026-06-01T05:00:00Z
2026,M05,May,4.2,Delaware,2026-05-01T05:00:00Z
2026,M04,April,4.8,Delaware,2026-04-01T05:00:00Z
2026,M03,March,5.1,Delaware,2026-03-01T06:00:00Z
2026,M02,February,5.5,Delaware,2026-02-01T06:00:00Z
2026,M01,January,5.7,Delaware,2026-01-01T06:00:00Z
2025,M12,December,5.2,Delaware,2025-12-01T06:00:00Z
2025,M11,November,5.5,Delaware,2025-11-01T05:00:00Z
2025,M10,October,NA,Delaware,2025-10-01T05:00:00Z
2025,M09,September,5,Delaware,2025-09-01T05:00:00Z
2025,M08,August,5.4,Delaware,2025-08-01T05:00:00Z
2025,M07,July,5.1,Delaware,2025-07-01T05:00:00Z
2025,M06,June,4.8,Delaware,2025-06-01T05:00:00Z
2025,M05,May,4.2,Delaware,2025-05-01T05:00:00Z
2025,M04,April,4.2,Delaware,2025-04-01T05:00:00Z
2025,M03,March,4.5,Delaware,2025-03-01T06:00:00Z
2025,M02,February,4.6,Delaware,2025-02-01T06:00:00Z
2025,M01,January,4.4,Delaware,2025-01-01T06:00:00Z
2024,M12,December,3.6,Delaware,2024-12-01T06:00:00Z
2024,M11,November,3.6,Delaware,2024-11-01T05:00:00Z
2024,M10,October,3.7,Delaware,2024-10-01T05:00:00Z
2024,M09,September,3.6,Delaware,2024-09-01T05:00:00Z
2024,M08,August,4.4,Delaware,2024-08-01T05:00:00Z
2024,M07,July,4.4,Delaware,2024-07-01T05:00:00Z
2024,M06,June,4.3,Delaware,2024-06-01T05:00:00Z
2024,M05,May,3.6,Delaware,2024-05-01T05:00:00Z
2024,M04,April,3.6,Delaware,2024-04-01T05:00:00Z
2024,M03,March,4,Delaware,2024-03-01T06:00:00Z
2024,M02,February,4.1,Delaware,2024-02-01T06:00:00Z
2024,M01,January,4.1,Delaware,2024-01-01T06:00:00Z
2023,M12,December,3.5,Delaware,2023-12-01T06:00:00Z
2023,M11,November,3.5,Delaware,2023-11-01T05:00:00Z
2023,M10,October,3.9,Delaware,2023-10-01T05:00:00Z
2023,M09,September,3.8,Delaware,2023-09-01T05:00:00Z
2023,M08,August,4.3,Delaware,2023-08-01T05:00:00Z
2023,M07,July,4,Delaware,2023-07-01T05:00:00Z
2023,M06,June,4.1,Delaware,2023-06-01T05:00:00Z
2023,M05,May,3.6,Delaware,2023-05-01T05:00:00Z
2023,M04,April,3.6,Delaware,2023-04-01T05:00:00Z
2023,M03,March,4,Delaware,2023-03-01T06:00:00Z
2023,M02,February,4.3,Delaware,2023-02-01T06:00:00Z
2023,M01,January,4.3,Delaware,2023-01-01T06:00:00Z
2022,M12,December,3.6,Delaware,2022-12-01T06:00:00Z
2022,M11,November,3.8,Delaware,2022-11-01T05:00:00Z
2022,M10,October,4.1,Delaware,2022-10-01T05:00:00Z
2022,M09,September,3.9,Delaware,2022-09-01T05:00:00Z
2022,M08,August,4.5,Delaware,2022-08-01T05:00:00Z
2022,M07,July,4.3,Delaware,2022-07-01T05:00:00Z
2022,M06,June,4.5,Delaware,2022-06-01T05:00:00Z
2022,M05,May,3.9,Delaware,2022-05-01T05:00:00Z
2022,M04,April,4.1,Delaware,2022-04-01T05:00:00Z
2022,M03,March,4.4,Delaware,2022-03-01T06:00:00Z
2022,M02,February,4.7,Delaware,2022-02-01T06:00:00Z
2022,M01,January,5.1,Delaware,2022-01-01T06:00:00Z
2021,M12,December,4,Delaware,2021-12-01T06:00:00Z
2021,M11,November,4.3,Delaware,2021-11-01T05:00:00Z
2021,M10,October,4.7,Delaware,2021-10-01T05:00:00Z
2021,M09,September,4.9,Delaware,2021-09-01T05:00:00Z
2021,M08,August,5.7,Delaware,2021-08-01T05:00:00Z
2021,M07,July,5.8,Delaware,2021-07-01T05:00:00Z
2021,M06,June,6.2,Delaware,2021-06-01T05:00:00Z
2021,M05,May,5.4,Delaware,2021-05-01T05:00:00Z
2021,M04,April,5.9,Delaware,2021-04-01T05:00:00Z
2021,M03,March,6.2,Delaware,2021-03-01T06:00:00Z
2021,M02,February,6.3,Delaware,2021-02-01T06:00:00Z
2021,M01,January,6.2,Delaware,2021-01-01T06:00:00Z
2020,M12,December,5.2,Delaware,2020-12-01T06:00:00Z
2020,M11,November,4.7,Delaware,2020-11-01T05:00:00Z
2020,M10,October,4.8,Delaware,2020-10-01T05:00:00Z
2020,M09,September,7.7,Delaware,2020-09-01T05:00:00Z
2020,M08,August,7.4,Delaware,2020-08-01T05:00:00Z
2020,M07,July,8,Delaware,2020-07-01T05:00:00Z
2020,M06,June,12.9,Delaware,2020-06-01T05:00:00Z
2020,M05,May,13.4,Delaware,2020-05-01T05:00:00Z
2020,M04,April,12.7,Delaware,2020-04-01T05:00:00Z
2020,M03,March,5.6,Delaware,2020-03-01T06:00:00Z
2020,M02,February,3.6,Delaware,2020-02-01T06:00:00Z
2020,M01,January,3.9,Delaware,2020-01-01T06:00:00Z
2019,M12,December,3.1,Delaware,2019-12-01T06:00:00Z
2019,M11,November,3.1,Delaware,2019-11-01T05:00:00Z
2019,M10,October,3.4,Delaware,2019-10-01T05:00:00Z
2019,M09,September,3.4,Delaware,2019-09-01T05:00:00Z
2019,M08,August,4,Delaware,2019-08-01T05:00:00Z
2019,M07,July,4,Delaware,2019-07-01T05:00:00Z
2019,M06,June,3.8,Delaware,2019-06-01T05:00:00Z
2019,M05,May,3.2,Delaware,2019-05-01T05:00:00Z
2019,M04,April,3.3,Delaware,2019-04-01T05:00:00Z
2019,M03,March,3.7,Delaware,2019-03-01T06:00:00Z
2019,M02,February,3.8,Delaware,2019-02-01T06:00:00Z
2019,M01,January,4.1,Delaware,2019-01-01T06:00:00Z
2026,M06,June,6.1,District of Columbia,2026-06-01T05:00:00Z
2026,M05,May,6,District of Columbia,2026-05-01T05:00:00Z
2026,M04,April,5.5,District of Columbia,2026-04-01T05:00:00Z
2026,M03,March,5.7,District of Columbia,2026-03-01T06:00:00Z
2026,M02,February,6.1,District of Columbia,2026-02-01T06:00:00Z
2026,M01,January,6.2,District of Columbia,2026-01-01T06:00:00Z
2025,M12,December,6.4,District of Columbia,2025-12-01T06:00:00Z
2025,M11,November,6.8,District of Columbia,2025-11-01T05:00:00Z
2025,M10,October,NA,District of Columbia,2025-10-01T05:00:00Z
2025,M09,September,6.8,District of Columbia,2025-09-01T05:00:00Z
2025,M08,August,7.1,District of Columbia,2025-08-01T05:00:00Z
2025,M07,July,6.8,District of Columbia,2025-07-01T05:00:00Z
2025,M06,June,6.4,District of Columbia,2025-06-01T05:00:00Z
2025,M05,May,5.8,District of Columbia,2025-05-01T05:00:00Z
2025,M04,April,5.5,District of Columbia,2025-04-01T05:00:00Z
2025,M03,March,6.1,District of Columbia,2025-03-01T06:00:00Z
2025,M02,February,6,District of Columbia,2025-02-01T06:00:00Z
2025,M01,January,5.8,District of Columbia,2025-01-01T06:00:00Z
2024,M12,December,5.1,District of Columbia,2024-12-01T06:00:00Z
2024,M11,November,5.2,District of Columbia,2024-11-01T05:00:00Z
2024,M10,October,5.2,District of Columbia,2024-10-01T05:00:00Z
2024,M09,September,5.3,District of Columbia,2024-09-01T05:00:00Z
2024,M08,August,6.1,District of Columbia,2024-08-01T05:00:00Z
2024,M07,July,6,District of Columbia,2024-07-01T05:00:00Z
2024,M06,June,5.7,District of Columbia,2024-06-01T05:00:00Z
2024,M05,May,5,District of Columbia,2024-05-01T05:00:00Z
2024,M04,April,4.5,District of Columbia,2024-04-01T05:00:00Z
2024,M03,March,5,District of Columbia,2024-03-01T06:00:00Z
2024,M02,February,5.2,District of Columbia,2024-02-01T06:00:00Z
2024,M01,January,5.2,District of Columbia,2024-01-01T06:00:00Z
2023,M12,December,4.7,District of Columbia,2023-12-01T06:00:00Z
2023,M11,November,4.6,District of Columbia,2023-11-01T05:00:00Z
2023,M10,October,5,District of Columbia,2023-10-01T05:00:00Z
2023,M09,September,5,District of Columbia,2023-09-01T05:00:00Z
2023,M08,August,5.4,District of Columbia,2023-08-01T05:00:00Z
2023,M07,July,5.1,District of Columbia,2023-07-01T05:00:00Z
2023,M06,June,5.2,District of Columbia,2023-06-01T05:00:00Z
2023,M05,May,4.6,District of Columbia,2023-05-01T05:00:00Z
2023,M04,April,4.1,District of Columbia,2023-04-01T05:00:00Z
2023,M03,March,4.9,District of Columbia,2023-03-01T06:00:00Z
2023,M02,February,4.9,District of Columbia,2023-02-01T06:00:00Z
2023,M01,January,4.8,District of Columbia,2023-01-01T06:00:00Z
2022,M12,December,4.1,District of Columbia,2022-12-01T06:00:00Z
2022,M11,November,4.2,District of Columbia,2022-11-01T05:00:00Z
2022,M10,October,4.4,District of Columbia,2022-10-01T05:00:00Z
2022,M09,September,4.2,District of Columbia,2022-09-01T05:00:00Z
2022,M08,August,4.7,District of Columbia,2022-08-01T05:00:00Z
2022,M07,July,4.7,District of Columbia,2022-07-01T05:00:00Z
2022,M06,June,4.9,District of Columbia,2022-06-01T05:00:00Z
2022,M05,May,4.3,District of Columbia,2022-05-01T05:00:00Z
2022,M04,April,4.3,District of Columbia,2022-04-01T05:00:00Z
2022,M03,March,5.1,District of Columbia,2022-03-01T06:00:00Z
2022,M02,February,5.5,District of Columbia,2022-02-01T06:00:00Z
2022,M01,January,6.1,District of Columbia,2022-01-01T06:00:00Z
2021,M12,December,5.2,District of Columbia,2021-12-01T06:00:00Z
2021,M11,November,6.2,District of Columbia,2021-11-01T05:00:00Z
2021,M10,October,6.4,District of Columbia,2021-10-01T05:00:00Z
2021,M09,September,6.8,District of Columbia,2021-09-01T05:00:00Z
2021,M08,August,7.5,District of Columbia,2021-08-01T05:00:00Z
2021,M07,July,7.5,District of Columbia,2021-07-01T05:00:00Z
2021,M06,June,8,District of Columbia,2021-06-01T05:00:00Z
2021,M05,May,6.7,District of Columbia,2021-05-01T05:00:00Z
2021,M04,April,6.6,District of Columbia,2021-04-01T05:00:00Z
2021,M03,March,6.9,District of Columbia,2021-03-01T06:00:00Z
2021,M02,February,6.9,District of Columbia,2021-02-01T06:00:00Z
2021,M01,January,6.6,District of Columbia,2021-01-01T06:00:00Z
2020,M12,December,7.3,District of Columbia,2020-12-01T06:00:00Z
2020,M11,November,8.2,District of Columbia,2020-11-01T05:00:00Z
2020,M10,October,8.4,District of Columbia,2020-10-01T05:00:00Z
2020,M09,September,9,District of Columbia,2020-09-01T05:00:00Z
2020,M08,August,8.6,District of Columbia,2020-08-01T05:00:00Z
2020,M07,July,9.3,District of Columbia,2020-07-01T05:00:00Z
2020,M06,June,8.9,District of Columbia,2020-06-01T05:00:00Z
2020,M05,May,8.8,District of Columbia,2020-05-01T05:00:00Z
2020,M04,April,10.5,District of Columbia,2020-04-01T05:00:00Z
2020,M03,March,6.5,District of Columbia,2020-03-01T06:00:00Z
2020,M02,February,5.3,District of Columbia,2020-02-01T06:00:00Z
2020,M01,January,5.5,District of Columbia,2020-01-01T06:00:00Z
2019,M12,December,5,District of Columbia,2019-12-01T06:00:00Z
2019,M11,November,4.9,District of Columbia,2019-11-01T05:00:00Z
2019,M10,October,5.2,District of Columbia,2019-10-01T05:00:00Z
2019,M09,September,5.2,District of Columbia,2019-09-01T05:00:00Z
2019,M08,August,5.8,District of Columbia,2019-08-01T05:00:00Z
2019,M07,July,6,District of Columbia,2019-07-01T05:00:00Z
2019,M06,June,5.9,District of Columbia,2019-06-01T05:00:00Z
2019,M05,May,5.3,District of Columbia,2019-05-01T05:00:00Z
2019,M04,April,4.9,District of Columbia,2019-04-01T05:00:00Z
2019,M03,March,5.8,District of Columbia,2019-03-01T06:00:00Z
2019,M02,February,6,District of Columbia,2019-02-01T06:00:00Z
2019,M01,January,6.6,District of Columbia,2019-01-01T06:00:00Z
2026,M06,June,4.6,Florida,2026-06-01T05:00:00Z
2026,M05,May,4.4,Florida,2026-05-01T05:00:00Z
2026,M04,April,4.6,Florida,2026-04-01T05:00:00Z
2026,M03,March,4.4,Florida,2026-03-01T06:00:00Z
2026,M02,February,4.8,Florida,2026-02-01T06:00:00Z
2026,M01,January,4.9,Florida,2026-01-01T06:00:00Z
2025,M12,December,4.4,Florida,2025-12-01T06:00:00Z
2025,M11,November,4.8,Florida,2025-11-01T05:00:00Z
2025,M10,October,NA,Florida,2025-10-01T05:00:00Z
2025,M09,September,4.2,Florida,2025-09-01T05:00:00Z
2025,M08,August,4.3,Florida,2025-08-01T05:00:00Z
2025,M07,July,4.1,Florida,2025-07-01T05:00:00Z
2025,M06,June,3.9,Florida,2025-06-01T05:00:00Z
2025,M05,May,3.5,Florida,2025-05-01T05:00:00Z
2025,M04,April,3.4,Florida,2025-04-01T05:00:00Z
2025,M03,March,3.5,Florida,2025-03-01T06:00:00Z
2025,M02,February,3.5,Florida,2025-02-01T06:00:00Z
2025,M01,January,3.6,Florida,2025-01-01T06:00:00Z
2024,M12,December,3.2,Florida,2024-12-01T06:00:00Z
2024,M11,November,3.6,Florida,2024-11-01T05:00:00Z
2024,M10,October,3.5,Florida,2024-10-01T05:00:00Z
2024,M09,September,3.5,Florida,2024-09-01T05:00:00Z
2024,M08,August,3.8,Florida,2024-08-01T05:00:00Z
2024,M07,July,3.8,Florida,2024-07-01T05:00:00Z
2024,M06,June,3.6,Florida,2024-06-01T05:00:00Z
2024,M05,May,3.1,Florida,2024-05-01T05:00:00Z
2024,M04,April,2.9,Florida,2024-04-01T05:00:00Z
2024,M03,March,3.1,Florida,2024-03-01T06:00:00Z
2024,M02,February,3.1,Florida,2024-02-01T06:00:00Z
2024,M01,January,3.2,Florida,2024-01-01T06:00:00Z
2023,M12,December,2.9,Florida,2023-12-01T06:00:00Z
2023,M11,November,3.1,Florida,2023-11-01T05:00:00Z
2023,M10,October,3.2,Florida,2023-10-01T05:00:00Z
2023,M09,September,3.2,Florida,2023-09-01T05:00:00Z
2023,M08,August,3.3,Florida,2023-08-01T05:00:00Z
2023,M07,July,3.1,Florida,2023-07-01T05:00:00Z
2023,M06,June,3.1,Florida,2023-06-01T05:00:00Z
2023,M05,May,2.7,Florida,2023-05-01T05:00:00Z
2023,M04,April,2.4,Florida,2023-04-01T05:00:00Z
2023,M03,March,2.7,Florida,2023-03-01T06:00:00Z
2023,M02,February,2.7,Florida,2023-02-01T06:00:00Z
2023,M01,January,2.9,Florida,2023-01-01T06:00:00Z
2022,M12,December,2.5,Florida,2022-12-01T06:00:00Z
2022,M11,November,2.9,Florida,2022-11-01T05:00:00Z
2022,M10,October,3,Florida,2022-10-01T05:00:00Z
2022,M09,September,2.9,Florida,2022-09-01T05:00:00Z
2022,M08,August,3.2,Florida,2022-08-01T05:00:00Z
2022,M07,July,3.1,Florida,2022-07-01T05:00:00Z
2022,M06,June,3.2,Florida,2022-06-01T05:00:00Z
2022,M05,May,2.8,Florida,2022-05-01T05:00:00Z
2022,M04,April,2.8,Florida,2022-04-01T05:00:00Z
2022,M03,March,3,Florida,2022-03-01T06:00:00Z
2022,M02,February,3.3,Florida,2022-02-01T06:00:00Z
2022,M01,January,3.7,Florida,2022-01-01T06:00:00Z
2021,M12,December,3.2,Florida,2021-12-01T06:00:00Z
2021,M11,November,3.7,Florida,2021-11-01T05:00:00Z
2021,M10,October,3.9,Florida,2021-10-01T05:00:00Z
2021,M09,September,4.2,Florida,2021-09-01T05:00:00Z
2021,M08,August,4.8,Florida,2021-08-01T05:00:00Z
2021,M07,July,5,Florida,2021-07-01T05:00:00Z
2021,M06,June,5.3,Florida,2021-06-01T05:00:00Z
2021,M05,May,4.8,Florida,2021-05-01T05:00:00Z
2021,M04,April,5,Florida,2021-04-01T05:00:00Z
2021,M03,March,5.3,Florida,2021-03-01T06:00:00Z
2021,M02,February,5.5,Florida,2021-02-01T06:00:00Z
2021,M01,January,6,Florida,2021-01-01T06:00:00Z
2020,M12,December,6,Florida,2020-12-01T06:00:00Z
