NtsbNo,EventType,EventDate,City,State,Country,N,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,Latitude,Longitude,Make,Model,Operator
WPR23LA155,ACC,2023-04-14T17:00:00Z,North Las Vegas,Nevada,United States,N734NJ,None,0,0,0,36.209733,-115.19101,CESSNA,172N,FLYRIGHT AVIATION INC
WPR23LA161,ACC,2023-04-14T16:00:00Z,Concord,California,United States,N80922,None,0,0,0,37.989657,-122.0569,GLOBE,GC-1B,NA
WPR23LA158,ACC,2023-04-14T15:30:00Z,Garrison,Missouri,United States,N7278D,None,0,0,0,36.83895,-93.01962,PIPER,PA-18A 150,NA
ERA23LA197,ACC,2023-04-14T14:40:00Z,Crestview,Florida,United States,N7542V,Serious,0,1,0,30.838887,-86.498368,CESSNA,177RG,NA
ERA23LA213,ACC,2023-04-13T16:00:00Z,West Mifflin,Pennsylvania,United States,N544TH,None,0,0,0,40.354305,-79.928554,TEXTRON AVIATION INC,172,Pittsburgh Flight Training Center
ERA23LA195,ACC,2023-04-13T15:12:00Z,Fallston,Maryland,United States,N412RS,Serious,0,1,0,39.498425,-76.413377,RICHARD SPATZ,RV-14A,NA
CEN23FA155,ACC,2023-04-13T13:30:00Z,Mammoth Springs,Arkansas,United States,N5545,Fatal,1,0,0,36.387068,-91.489419,Jr Ace,Jr Ace,JAVELO LLC
CEN23LA165,ACC,2023-04-13T12:00:00Z,Kingsford,Michigan,United States,N413EK,None,0,0,0,45.818361,-88.114556,PIPISTREL LSA SRL,SINUS,NA
CEN23LA156,ACC,2023-04-13T10:45:00Z,Evansville,Indiana,United States,N50142,None,0,0,0,38.043708,-87.534187,BOEING,A75N1(PT17),EVANSVILLE P-47 FOUNDATION INC
CEN23LA153,ACC,2023-04-11T21:13:00Z,New Waverly,Texas,United States,N4229K,Minor,0,0,1,30.560531,-95.429906,RYAN,NAVION A,NA
CEN23LA157,ACC,2023-04-11T21:00:00Z,Skiatook,Oklahoma,United States,N39GC,Minor,0,0,1,36.356134,-96.010997,Acro Sport,II,NA
ERA23LA190,ACC,2023-04-11T17:11:00Z,Charles Town,West Virginia,United States,N2554L,None,0,0,0,39.254252,-77.83768,CESSNA,172H,NA
CEN23LA154,ACC,2023-04-11T16:12:00Z,Terrell,Texas,United States,N1221U,None,0,0,0,32.709628,-96.267109,CESSNA,172M,NA
ERA23FA188,ACC,2023-04-11T11:32:00Z,Climax,North Carolina,United States,N543GM,Fatal,1,1,0,35.933896,-79.683809,MILLER GLENN F,RV-12,NA
WPR23FA153,ACC,2023-04-11T04:19:00Z,Cal-Nev-Ari,Nevada,United States,N8488,Fatal,2,0,0,35.323156,-114.88666,MULLINS DAVID J JR,GLASTAR,NA
ERA23LA193,ACC,2023-04-10T19:20:00Z,West Mifflin,Pennsylvania,United States,N476TA,None,0,0,0,40.354095,-79.94141,PIPER,PA-28-181,ATP TAA LLC
ERA23LA191,ACC,2023-04-10T17:15:00Z,Danbury,Connecticut,United States,N757YM,Minor,0,0,2,41.380237,-73.455784,CESSNA,152,DARCY AVIATION LLC
ERA23LA189,ACC,2023-04-09T16:11:00Z,Ft. Lauderdale,Florida,United States,N404PJ,None,0,0,0,26.071667,-80.149694,CESSNA,402,FIRST CLASS AIR CHARTER LLC
CEN23LA150,ACC,2023-04-09T08:45:00Z,Cahokia,Illinois,United States,N372PA,Minor,0,0,1,38.570361,-90.155083,HELICOPTERES GUIMBAL,CABRI G2,Ideal Aviation
WPR23LA149,ACC,2023-04-08T19:37:00Z,Morgan,Utah,United States,N17NK,NA,0,0,0,41.008125,-111.68074,VANS,RV7,NA
CEN23LA152,ACC,2023-04-08T18:30:00Z,Goldsby,Oklahoma,United States,N48PS,Minor,0,0,1,35.155068,-97.470394,VANS,RV6,NA
WPR23LA148,ACC,2023-04-08T17:45:00Z,Mesa,Arizona,United States,N9366J,None,0,0,0,33.460841,-111.72832,PIPER,PA-28-180,Red Rock Flight School
WPR23LA147,ACC,2023-04-08T12:00:00Z,Midway,Utah,United States,N7530D,None,0,0,0,40.570703,-111.47659,ROBINSON HELICOPTER,R22 BETA,UTAH STATE UNIVERSITY
ERA23LA211,ACC,2023-04-08T11:00:00Z,Vero Beach,Florida,United States,N600LD,Minor,0,0,1,27.632255,-80.527554,AEROPILOT S R O,LEGEND 600,NA
ERA23LA199,ACC,2023-04-08T08:55:00Z,Somerset,Kentucky,United States,N2448R,None,0,0,0,37.050958,-84.620018,PIPER,PA28,NA
ERA23LA187,ACC,2023-04-07T17:30:00Z,Cedar Key,Florida,United States,N8DU,Serious,0,1,1,29.134222,-83.050472,LEWIS/URMSTON,RV 4 200,NA
WPR23LA150,ACC,2023-04-07T16:55:00Z,Ashland,Oregon,United States,N6924G,None,0,0,0,42.190278,-122.66063,COMPAGNIE DAHER,TBM 700,BLUM FAMILY DYNASTY INC
CEN23LA149,ACC,2023-04-07T16:48:00Z,Gardner,Kansas,United States,N982NC,None,0,0,0,38.806848,-94.956749,CESSNA,182Q,IAL CORP
ERA23FA185,ACC,2023-04-07T14:43:00Z,Sebastian,Florida,United States,N44588,Fatal,1,0,0,27.81325,-80.495583,PIPER,PA-32-260,N44588 LLC
ERA23LA183,ACC,2023-04-06T12:10:00Z,Foley,Alabama,United States,N272AM,None,0,0,0,30.425255,-87.778801,PETERSON MARK G,PETERSON A600,NA
ERA23FA182,ACC,2023-04-06T07:50:00Z,Jesup,Georgia,United States,N911TK,Fatal,1,0,0,31.55222,-81.86972,CIRRUS DESIGN CORP,SR22,NA
ERA23FA181,ACC,2023-04-05T21:37:00Z,Venice,Florida,United States,N635BD,Fatal,4,0,0,27.06718,-82.46138,PIPER,PA32R,NA
WPR23LA152,ACC,2023-04-05T15:00:00Z,Los Alamos,New Mexico,United States,N444M,None,0,0,0,35.88,-106.27,GRUMMAN,G-44A,NA
WPR23LA157,ACC,2023-04-05T15:00:00Z,Bremerton,Washington,United States,N21RS,None,0,0,0,47.49025,-122.7648,BEECH,95,NA
ERA23LA180,ACC,2023-04-05T14:00:00Z,Leesburg,Virginia,United States,N880JS,None,0,0,0,39.077972,-77.5575,CESSNA,421C,BRAVO AVIATION LLC
WPR23LA151,ACC,2023-04-05T11:30:00Z,Susanville,California,United States,N1641E,None,0,0,0,40.28018,-120.01184,LOWE BRUCE,SKYSTR KTFX IV-1200,NA
ANC23LA028,ACC,2023-04-04T09:00:00Z,Palmer,Alaska,United States,N5644W,None,0,0,0,61.599631,-149.24824,MAULE,M-5-235C,NA
ERA23LA186,ACC,2023-04-03T15:30:00Z,White Plains,New York,United States,N8500D,None,0,0,0,41.065785,-73.706291,PIPER,PA22,NA
ERA23FA175,ACC,2023-04-02T17:23:00Z,Chelsea,Alabama,United States,N231SH,Fatal,2,1,0,33.37817,-86.628454,AIRBUS HELICOPTERS,EC 130 T2,AIR METHODS CORP
WPR23LA182,ACC,2023-04-02T16:30:00Z,Marana,Arizona,United States,N774JP,None,0,0,0,32.427015,-111.38955,SCHEMPP-HIRTH,DISCUS-2B,NA
ANC23LA029,ACC,2023-04-02T16:20:00Z,Wasilla,Alaska,United States,N4464B,None,0,0,0,61.570761,-149.5413,CESSNA,170,NA
ERA23LA178,ACC,2023-04-02T11:50:00Z,Canton,Georgia,United States,N6301W,Minor,0,0,2,34.313033,-84.421403,PIPER,PA-28-140,KAP TITLE INC
WPR23FA141,ACC,2023-04-02T09:50:00Z,Oxbow,Oregon,United States,N424SW,Fatal,2,0,0,44.960639,-116.85855,CIRRUS DESIGN CORP,SR22,NA
ERA23LA176,ACC,2023-04-01T19:37:00Z,Wall Township,New Jersey,United States,N85AV,None,0,0,0,40.184921,-74.121869,CESSNA,750,"USAC Airways 693, LLC"
WPR23LA146,ACC,2023-04-01T13:43:00Z,Santa Ana,California,United States,N1399U,NA,0,0,0,33.675662,-117.86823,CESSNA,172M,OC 172 GROUP LLC
WPR23LA145,ACC,2023-04-01T08:23:00Z,Elko,Nevada,United States,N462BA,None,0,0,0,40.825,-115.79133,ROBINSON HELICOPTER COMPANY,R44 II,ELKHORN AVIATION INC
WPR23FA138,ACC,2023-04-01T07:35:00Z,Santa Teresa,New Mexico,United States,UNREG,Fatal,1,0,0,31.863557,-106.69264,Aerotrike,Cobra,Lee Daniel Boone
ERA23LA177,ACC,2023-03-31T16:49:00Z,Leesburg,Florida,United States,N306ER,None,0,0,0,28.822304,-81.807596,DIAMOND AIRCRAFT IND GMBH,DA 42 NG,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY INC
ERA23FA174,ACC,2023-03-30T18:15:00Z,Gulf of Mexico,Gulf of Mexico,United States,N869AC,None,0,0,0,28.175447,-83.054322,CESSNA,525B,Allegis Corp
CEN23LA145,ACC,2023-03-29T19:15:00Z,Lincoln,Illinois,United States,N56793,Serious,0,2,0,40.147925,-89.344573,PIPER,PA32,NA
CEN23FA144,ACC,2023-03-29T18:53:00Z,Oxford,Mississippi,United States,N43414,Fatal,1,1,0,34.46671,-89.29187,ZENITH,STOL CH701,NA
ERA23LA172,ACC,2023-03-29T12:15:00Z,Clarksville,Tennessee,United States,N242JL,Minor,0,0,2,36.621861,-87.414944,HELICOPTERES GUIMBAL,CABRI G2,Austin Peay State University
CEN23LA147,ACC,2023-03-29T09:23:00Z,Wade,Oklahoma,United States,N82851,Minor,0,0,1,33.847506,-96.119761,BELL,OH-58A,"Prentice Aviation, Inc"
ERA23LA170,ACC,2023-03-29T09:17:00Z,Lakeland,Florida,United States,N791MH,None,0,0,0,27.989196,-82.012095,NORTH AMERICAN,T-6G,NA
WPR23LA144,ACC,2023-03-27T16:40:00Z,Rigby,Idaho,United States,N89CK,None,0,0,0,43.64377,-111.92815,KESKIMAKI CHARLES A,KITFOX,BALER CALEB
ERA23LA169,ACC,2023-03-27T15:50:00Z,Mattituck,New York,United States,N50133,None,0,0,0,40.990677,-72.535021,CESSNA,150H,NA
CEN23LA148,ACC,2023-03-27T12:26:00Z,Oklahoma City,Oklahoma,United States,N550DW,None,0,0,0,35.52998,-97.645455,CESSNA,550,XCEED MANAGEMENT GROUP LLC
CEN23LA146,ACC,2023-03-27T11:38:00Z,Telluride,Colorado,United States,N3233V,None,0,0,0,37.953806,-107.90875,BEECH,35,NA
ERA23LA165,ACC,2023-03-26T11:30:00Z,St. Augustine,Florida,United States,N541SP,Minor,0,0,1,29.95925,-81.339729,PIPER,PA-28-151,Florida Aviation Career Training Inc.
CEN23FA142,ACC,2023-03-26T02:38:00Z,Port Allen,Louisiana,United States,N441PD,Fatal,2,0,0,30.511753,-91.324385,ROBINSON HELICOPTER COMPANY,R44 II,BATON ROUGE POLICE DEPARTMENT
CEN23LA143,ACC,2023-03-25T18:30:00Z,Hillsboro,Missouri,United States,N43272,Minor,0,0,1,38.181,-90.618,TAYLORCRAFT,BC12-D,NA
ERA23FA163,ACC,2023-03-25T13:52:00Z,Gainesville,Georgia,United States,N47AR,Fatal,1,0,0,34.415556,-83.767778,LARRY F PREISS,AR-1,NA
ERA23FA164,ACC,2023-03-25T12:51:00Z,Johns Island,South Carolina,United States,N21480,Fatal,1,0,0,32.669302,-80.010379,PIPER,PA-28-161,NA
WPR23LA236,ACC,2023-03-24T13:32:00Z,Springfield,Kentucky,United States,N146MS,None,0,0,0,37.68,-85.01,PIPER,PA-46-310P,NA
ANC23FA031,ACC,2023-03-24T12:17:00Z,Nuevo,California,United States,N14Z,Fatal,2,0,0,33.789279,-117.09542,BELL HELICOPTER TEXTRON,407,NA
ERA23LA162,ACC,2023-03-23T18:30:00Z,Travelers Rest,South Carolina,United States,N13612,None,0,0,0,35.1109,-82.4533,CESSNA,177,NA
ERA23LA161,ACC,2023-03-23T16:44:00Z,St. Augustine,Florida,United States,N280KC,Serious,0,2,0,29.95925,-81.339729,PIPER,PA-46-350P,NA
DCA23LA221,ACC,2023-03-22T17:26:00Z,Houston,Texas,United States,N1902U,None,0,0,0,29.9778,-95.3057,AIRBUS,A320-232,UNITED AIRLINES INC
ERA23LA179,ACC,2023-03-22T16:48:00Z,Lakeland,Florida,United States,N1907A,None,0,0,0,28.026371,-81.909767,PIPER,PA-18AS-125,NA
ERA23LA198,ACC,2023-03-22T13:15:00Z,Toughkenamon,Pennsylvania,United States,N669YK,None,0,0,0,39.836536,-75.761153,S C AEROSTAR S A,YAK-52,NA
WPR23FA137,ACC,2023-03-21T16:01:00Z,Alcova,Wyoming,United States,N314FR,Fatal,1,0,0,42.457831,-106.64491,CESSNA,182S,HAWKEYE HELICOPTER LLC
DCA23LA213,ACC,2023-03-21T15:23:00Z,Sacramento,California,United States,N79011,Serious,0,1,0,38.41679,-121.56391,BOEING,777-224,UNITED AIRLINES INC
ERA23LA171,ACC,2023-03-21T15:00:00Z,Cincinnati,Ohio,United States,N7772B,None,0,0,0,39.103333,-84.418611,CESSNA,180,NA
ERA23LA157,ACC,2023-03-21T13:30:00Z,Livonia,New York,United States,N73905,None,0,0,0,42.826067,-77.585174,BELL,47G-2A-1,FROST HOLLOW HELICOPTER LLC
ERA23LA160,ACC,2023-03-20T15:30:00Z,Abbeville,South Carolina,United States,N79VE,Serious,0,1,0,34.151078,-82.354537,MAULE,M-7-235C,NA
ERA23LA155,ACC,2023-03-19T16:20:00Z,Sanford,North Carolina,United States,N565TF,None,0,0,0,35.582439,-79.101338,PIPER,PA-28-181,AIR THERAPY LLC
CEN23LA140,ACC,2023-03-19T13:14:00Z,Oklahoma City,Oklahoma,United States,N9254A,None,0,0,0,35.491476,-97.540528,CESSNA,170A,NA
CEN23LA141,ACC,2023-03-19T12:15:00Z,Maple Lake,Minnesota,United States,N9088D,None,0,0,0,45.235937,-93.984848,PIPER,PA-28-161,METRO AIRCRAFT CO
WPR23LA130,ACC,2023-03-18T10:00:00Z,Gordonville,Texas,United States,N4064X,Minor,0,0,1,33.839346,-96.810069,AERO COMMANDER,100-180,NA
WPR23LA131,ACC,2023-03-18T10:00:00Z,Santa Ynez,California,United States,N40635,Minor,0,0,1,34.6,-120.08,MAULE,M-4-220C,HARTMANN PETER C
WPR23LA133,ACC,2023-03-17T16:00:00Z,Winnemucca,Nevada,United States,N326AF,None,0,0,0,40.896611,-117.80588,DIAMOND AIRCRAFT IND INC,DA 40,K2 AVIATION LLC
ERA23LA156,ACC,2023-03-17T14:14:00Z,Shoreham,New York,United States,N5616S,None,0,0,0,40.962483,-72.908434,BEECH,V35,NA
WPR23LA132,ACC,2023-03-17T12:57:00Z,Bullhead City,Arizona,United States,N2214W,None,0,0,0,35.005639,-114.56502,FAY DAVID,VELOCITY ELITE,NA
WPR23LA129,ACC,2023-03-17T12:40:00Z,Mesa,Arizona,United States,"N610, N2504U",Serious,0,1,0,33.46,-111.73,"NAVION, YAKOVLEV","NAVION A, YAK-52",",TTD LLC"
CEN23FA139,ACC,2023-03-17T11:40:00Z,Lubbock,Texas,United States,N2061K,Fatal,1,0,0,33.499833,-101.82021,BEECH,58P,NA
ERA23LA166,ACC,2023-03-16T17:55:00Z,Cleveland,Tennessee,United States,N8702,None,0,0,0,35.212336,-84.799199,BEECH,C35,NA
ANC23LA027,ACC,2023-03-16T16:10:00Z,Minto,Alaska,United States,N6266E,None,0,0,0,65.148484,-149.36735,CESSNA,182R,CIVIL AIR PATROL INC
WPR23LA136,ACC,2023-03-15T13:35:00Z,Spanish Fork,Utah,United States,N2572V,None,0,0,0,40.145028,-111.66769,CESSNA,177RG,NA
ERA23LA151,ACC,2023-03-14T10:06:00Z,Scottsmoor,Florida,United States,N5714K,Serious,0,1,0,28.766667,-80.861667,BEECH,35-B33,HONOUR AVIATION LLC
CEN23LA135,ACC,2023-03-14T10:00:00Z,Mineral Wells,Texas,United States,N314AL,None,0,0,0,32.8932,-98.2332,BELL HELICOPTER TEXTRON INC,APT70,BELL TEXTRON INC
CEN23LA132,ACC,2023-03-13T11:52:00Z,Hotchkiss,Colorado,United States,N235TT,None,0,0,0,38.70422,-107.80556,MAULE,M-7-235B,WILD COUNTRY AIRCRAFT LLC
WPR23LA139,ACC,2023-03-12T15:30:00Z,Sandy Valley,Nevada,United States,N127MF,None,0,0,0,35.89474,-115.76298,FIEDLER MARK R,PA-18 REPLICA,NA
WPR23LA128,ACC,2023-03-12T15:05:00Z,Castroville,California,United States,N55XJ,Serious,0,1,0,36.761053,-121.75544,JONES JAY D,CASSUTT M 11,NA
ERA23LA149,ACC,2023-03-12T14:30:00Z,Church Hill,Maryland,United States,N562TU,None,0,0,0,39.098375,-75.895215,Costruzioni Aeronautiche Tecna,P92,Chesapeake Sport Pilot
CEN23LA138,ACC,2023-03-11T22:33:00Z,Eden Prairie,Minnesota,United States,N789TB,Serious,0,1,2,44.829148000000004,-93.473143,SOCATA,TB21,NA
CEN23LA130,ACC,2023-03-11T16:30:00Z,De Kalb,Texas,United States,N4164T,Serious,0,1,0,33.508056,-94.616388,ROBINSON HELICOPTER,R44,HOTEL SIERRA AVIATION LLC
ERA23LA148,ACC,2023-03-11T14:31:00Z,Bahia Key,Florida,United States,N343BD,Serious,0,1,0,24.794444,-81.263889,VELOCITY,VELOCITY SE,NA
WPR23LA126,ACC,2023-03-11T12:30:00Z,Strawberry Reservoir,Utah,United States,N553AT,Minor,0,0,2,40.17,-111.13,TRENDAK,TAURUS,NA
WPR23LA134,ACC,2023-03-11T12:30:00Z,Brigham City,Utah,United States,N639BH,None,0,0,0,41.554306,-112.06225,HARRIS ROBERT W,ZENITH CH 801,NA
WPR23LA127,ACC,2023-03-11T12:15:00Z,Lewiston,Idaho,United States,N7010Q,None,0,0,0,46.38359,-117.02753,CESSNA,172L,MOSMAN MATTHEW J
CEN23LA128,ACC,2023-03-10T11:45:00Z,La Veta,Colorado,United States,N969WD,Minor,0,0,2,37.523824,-105.00926,ZENITH ZODIAC,601XL,NA
ERA23LA147,ACC,2023-03-09T19:57:00Z,Franklin,North Carolina,United States,N558MT,Minor,0,0,3,35.218056,-83.492778,EUROCOPTER DEUTSCHLAND GMBH,EC 135 P2+,MED-TRANS CORPORATION
CEN23LA126,ACC,2023-03-09T18:45:00Z,Bismark,North Dakota,United States,N46CV,None,0,0,0,46.776173,-100.75848,BEECH,C90,Executive Air Taxi Corporation
ERA23LA146,ACC,2023-03-09T18:00:00Z,Titusville,Florida,United States,N8911F,None,0,0,0,28.509321,-80.793006,HUGHES,269A,A & J Aviation Services LLC.
WPR23LA124,ACC,2023-03-09T17:15:00Z,Van Nuys,California,United States,N73726,None,0,0,0,34.209806,-118.48997,CESSNA,172N,NA
ERA23LA141,ACC,2023-03-07T18:22:00Z,Miami,Florida,United States,N64535,None,0,0,0,25.647564,-80.433225,CESSNA,172M,NA
WPR23FA122,ACC,2023-03-07T17:11:00Z,Willows,California,United States,N8424V,Fatal,1,0,0,39.499499,-122.28518,ROCKWELL INTERNATIONAL,S-2R,JONES AVIATION INC
ERA23FA142,ACC,2023-03-07T15:00:00Z,Winter Haven,Florida,United States,"N10510, N9221D",Fatal,4,0,0,28.055456,-81.740814,"PIPER, PIPER","J3C, PA28","JACK BROWNS SEAPLANE BASE INC,Sunrise Aviation, Inc"
ERA23LA145,ACC,2023-03-07T14:05:00Z,Knoxville,Tennessee,United States,N320CA,None,0,0,0,35.96424,-83.873305,CIRRUS DESIGN CORP,SR22T,ARMSTRONG RESOURCE MANAGEMENT CORP
WPR23LA123,ACC,2023-03-07T13:04:00Z,Hillsboro,Oregon,United States,"N25233, N6460M",None,0,0,0,45.542122,-122.95072,"CESSNA, CESSNA","152, 152","HILLSBORO AERO ACADEMY LLC,HILLSBORO AERO ACADEMY LLC"
CEN23FA125,ACC,2023-03-06T22:57:00Z,Port O'Connor,Texas,United States,N494SH,Fatal,2,0,0,28.415122,-96.48012,ROBINSON HELICOPTER COMPANY,R44,NA
WPR23LA125,ACC,2023-03-06T20:45:00Z,Bullhead City,Arizona,United States,N4PZ,Minor,0,0,1,35.154614,-114.55933,ROCKWELL INTERNATIONAL,AC 690A,PHILLIP R ZEECK INC
WPR23FA143,ACC,2023-03-06T19:15:00Z,Queets,Washington,United States,N24289,Fatal,1,0,0,47.533385,-124.11056,CESSNA,T182T,NA
ANC23LA026,ACC,2023-03-06T18:00:00Z,Homer,Alaska,United States,N9697Q,None,0,0,0,59.642988,-151.48437,CESSNA,A185F,NA
CEN23LA131,ACC,2023-03-06T16:20:00Z,Tomball,Texas,United States,N101BM,None,0,0,0,30.05408,-95.552078,BEECH,E-55,Pour Le Martie Flying Club
ERA23FA138,ACC,2023-03-05T22:25:00Z,West Palm Beach,Florida,United States,N804ER,Fatal,2,0,0,26.588181,-80.080998,DIAMOND AIRCRAFT IND INC,DA 40,Aamro Aviation
CEN23LA134,ACC,2023-03-05T19:09:00Z,Buena Vista,Colorado,United States,N118CX,None,0,0,0,38.814,-106.1208,HONDA AIRCRAFT CO LLC,HA-420,"G C Aviation, Inc."
ERA23LA173,ACC,2023-03-05T17:45:00Z,Perry,Florida,United States,N9777Y,None,0,0,0,29.91105,-83.63894,BEECH,P35,NA
ERA23FA137,ACC,2023-03-05T15:59:00Z,Lindenhurst,New York,United States,N8149R,Fatal,1,2,0,40.712346,-73.389995,PIPER,PA-28-161,REPUBLIC AVIATION CORP
ANC23LA024,ACC,2023-03-05T15:00:00Z,Anchorage,Alaska,United States,N5688R,None,0,0,0,61.184112,-149.97584,ENSTROM,F-28C,NA
ERA23FA136,ACC,2023-03-05T12:14:00Z,Blue Ridge,Georgia,United States,N3410Z,Fatal,1,0,0,34.852222,-84.383056,PIPER,PA-22-150,PETERSOHN JEFFREY A
ERA23LA152,ACC,2023-03-05T01:30:00Z,Kinston,North Carolina,United States,N2527L,None,0,0,0,35.330336,-77.60979,CESSNA,172,MAST AVIATION LLC
CEN23LA137,ACC,2023-03-04T15:37:00Z,Thedford,Nebraska,United States,N131HL,None,0,0,0,41.962873,-100.57073,PIPER AIRCRAFT INC,PA-46-600TP,MIDWEST PARTITIONS FLIGHT SERVICES LLC
WPR23LA117,ACC,2023-03-04T12:00:00Z,Lampasas,Texas,United States,N6532M,None,0,0,0,31.06328,-98.181897,STINSON,108,NA
ERA23LA135,ACC,2023-03-03T17:00:00Z,Windsor Locks,Connecticut,United States,N300ER,Fatal,1,0,0,41.938425,-72.688307,BOMBARDIER INC,BD-100-1A10,Conexon LLC
WPR23LA120,ACC,2023-03-03T13:30:00Z,Vernalis,California,United States,N48492,Serious,0,1,0,37.63118,-121.23477,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,NA
WPR23LA121,ACC,2023-03-03T13:30:00Z,San Andreas,California,United States,N9375J,Minor,0,0,2,38.146449,-120.64744,PIPER,PA-28-180,CFI Academy
WPR23LA118,ACC,2023-03-02T16:00:00Z,Orland,California,United States,N234SJ,None,0,0,0,39.727032,-122.07095,BELL,UH-1B,PORTER FLYING SERVICES INC
DCA23LA196,ACC,2023-03-02T15:20:00Z,Dallas,Texas,United States,N366FR,Serious,0,1,0,32.8998,-97.0403,AIRBUS,A320-251N,Frontier Airlines
ERA23LA144,ACC,2023-03-02T14:05:00Z,Slaughters,Kentucky,United States,N9420N,None,0,0,0,37.490436,-87.517488,PIPER,PA-28R-200,SPACE CADETS INC
CEN23LA136,ACC,2023-03-01T07:30:00Z,Hillsboro,Texas,United States,N3090X,NA,0,0,0,32.087,-97.09534,CESSNA,150F,NA
ERA23LA132,ACC,2023-02-28T13:49:00Z,Trenton,South Carolina,United States,N945HS,Serious,0,1,1,33.7325,-81.80861,STILP TANNER E,SAVANNAH S,NA
ERA23LA134,ACC,2023-02-28T12:11:00Z,Labelle,Florida,United States,N397ME,None,0,0,0,26.740583,-81.428278,CESSNA,182S,CUB CLUB INC
DCA23LA192,INC,2023-02-27T19:54:00Z,Boston,Massachusetts,United States,"N280LJ, N179JB",NA,0,0,0,42.366978,-71.022362,"LEARJET INC, EMBRAER","60, ERJ 190-100 IGW","Hop A Jet,JetBlue Airways"
ERA23FA131,ACC,2023-02-27T17:56:00Z,Hillsville,Virginia,United States,N2991J,Fatal,1,0,0,36.656234,-80.542626,CESSNA,150G,NA
CEN23LA123,ACC,2023-02-26T10:15:00Z,Erie,Colorado,United States,N840T,None,0,0,0,40.0078,-105.05,CUB CRAFTERS,CCX-2000,NA
CEN23LA122,ACC,2023-02-25T16:00:00Z,Princeton,Minnesota,United States,N208SP,None,0,0,0,45.56005,-93.608366,CESSNA,172S,"Twin Cities Flight Training, Inc"
ERA23LA133,ACC,2023-02-25T13:45:00Z,Ebeemee Township,Maine,United States,N4433M,Minor,0,0,1,45.43172,-69.015042,PIPER,PA-12,ALBERCO LLC
WPR23MA113,ACC,2023-02-24T22:14:00Z,Stagecoach,Nevada,United States,N273SM,Fatal,5,0,0,39.355219,-119.43889,PILATUS,PC-12/45,GUARDIAN FLIGHT LLC
DCA23LA191,ACC,2023-02-24T21:30:00Z,New York,New York,United States,N337JB,Serious,0,1,0,40.64749,-73.779982,EMBRAER,ERJ 190-100 IGW,JETBLUE AIRWAYS CORP
WPR23LA115,ACC,2023-02-24T19:20:00Z,Mulino,Oregon,United States,N8500Z,None,0,0,0,45.2063,-122.5854,AIRCRAFT MFG & DEVELOPMENT CO,CH 2000,Jonathan E Kreilich
ERA23FA130,ACC,2023-02-24T17:07:00Z,Duluth,Minnesota,United States,N929DR,Fatal,1,0,0,46.722786,-92.149062,CIRRUS DESIGN CORP,SR22,NA
WPR23LA114,ACC,2023-02-24T13:15:00Z,Ephraim,Utah,United States,N84717,None,0,0,0,39.331417,-111.61261,CESSNA,172K,NA
CEN23LA119,ACC,2023-02-23T12:48:00Z,Martinsville,Indiana,United States,N1700T,None,0,0,0,39.451437,-86.328325,PIPER,PA-28-140,NA
DCA23LA185,INC,2023-02-22T19:55:00Z,Burbank,California,United States,"N954LR, N619UX",None,0,0,0,34.200699,-118.359,"BOMBARDIER INC, EMBRAER S A","CL-600-2D24, ERJ 170-200 LL","MESA AIRLINES INC,UNITED AIRLINES INC"
CEN23FA113,ACC,2023-02-22T12:56:00Z,Little Rock,Arkansas,United States,N55PC,Fatal,5,0,0,34.708054,-92.237662,BEECH,B200,CTEH LEASING LLC
WPR23LA116,ACC,2023-02-20T15:25:00Z,San Jose,California,United States,N9267P,None,0,0,0,37.332861,-121.8198,PIPER,PA-24-260,NA
CEN23LA121,ACC,2023-02-20T13:39:00Z,Oklahoma City,Oklahoma,United States,N303SB,None,0,0,0,35.542303,-97.649208,AMERICAN CHAMPION AIRCRAFT,8KCAB,NA
CEN23LA117,ACC,2023-02-20T12:00:00Z,Guthrie,Oklahoma,United States,N25342,Minor,0,0,1,35.850679,-97.415998,LUSCOMBE,8A,NA
CEN23LA116,ACC,2023-02-19T19:10:00Z,Grand Prairie,Texas,United States,N4210D,None,0,0,0,32.69,-97.04,BEECH,G35,NA
WPR23FA110,ACC,2023-02-19T14:35:00Z,Grass Valley,California,United States,N420PF,Fatal,2,0,0,39.093996,-120.99763,WILLMAN LOREN,LOREN'S AIRCAM,NA
CEN23LA118,ACC,2023-02-19T14:30:00Z,Houston,Texas,United States,N2722K,None,0,0,0,29.818194,-95.672611,LUSCOMBE,8E,NA
WPR23LA111,ACC,2023-02-19T11:57:00Z,Cal-Nev-Ari,Nevada,United States,N2847H,Serious,0,1,0,35.315886,-114.81139,Glasair,Sportsman,NA
ERA23LA129,ACC,2023-02-19T11:15:00Z,Chatham,Massachusetts,United States,N711PD,None,0,0,0,41.69055,-69.986791,CESSNA,TR182,NA
CEN23LA111,ACC,2023-02-19T10:10:00Z,Moline,Illinois,United States,N84688,None,0,0,0,41.448854,-90.499677,CESSNA,172K,"Quad Cities Aero, LLC"
ERA23LA128,ACC,2023-02-18T18:32:00Z,Buckhannon,West Virginia,United States,N6597X,None,0,0,0,39.01698,-80.20788,CESSNA,210,NA
