NtsbNo,EventType,EventDate,City,State,Country,N,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,Latitude,Longitude,Make,Model,Operator
WPR24LA253,ACC,2024-07-25T08:45:00Z,Oshkosh,Wisconsin,United States,N52494,None,0,0,0,43.984371,-88.557042,CANADIAN CAR & FOUNDRY,HARVARD MK IV,NAVY FLIGHT TRAINER LLC
CEN24LA285,ACC,2024-07-24T16:00:00Z,Sumner,Nebraska,United States,N9576G,NA,0,0,0,40.858723,-99.534791,CESSNA,A188B,NA
WPR24LA254,ACC,2024-07-24T15:55:00Z,Roy,Utah,United States,N134MG,Serious,0,1,1,0,0,PIPER,PA-34-220T,CSA AIRCRAFT LEASING LLC
CEN24LA294,INC,2024-07-24T12:30:00Z,Appleton,Wisconsin,United States,N555ED,None,0,0,0,44.251761,-88.510258,MOONEY,M20J,NA
CEN24LA283,ACC,2024-07-24T11:03:00Z,Cahokia Heights,Illinois,United States,N468JA,None,0,0,0,38.570361,-90.155083,EVEKTOR-AEROTECHNIK A S,HARMONY LSA,ST LOUIS FLIGHT TRAINING LLC
WPR24LA262,ACC,2024-07-24T07:00:00Z,Bonners Ferry,Idaho,United States,N3375T,None,0,0,0,48.838352,-116.56743,HILLER,UH-12E,NA
ERA24LA325,ACC,2024-07-23T18:00:00Z,Cuba,New York,United States,N504CT,None,0,0,0,42.185443,-78.205487,FLIGHT DESIGN GMBH,CTSW,NA
WPR24FA252,ACC,2024-07-23T11:04:00Z,Kneeland,California,United States,N460DC,Fatal,2,0,0,40.723,-123.928,TEXTRON AVIATION INC,T206H,DYNCORP INTERNATIONAL INC
WPR24LA260,ACC,2024-07-23T08:45:00Z,La Grande,Oregon,United States,N53562,None,0,0,0,45.309383,-118.01984,Kitfox,Series V,NA
CEN24FA278,ACC,2024-07-22T18:30:00Z,Oxford,Indiana,United States,N602WR,Fatal,1,0,0,40.494007,-87.28631,AIR TRACTOR INC,AT-602,BI-STATE AIR INC
ERA24FA318,ACC,2024-07-22T18:12:00Z,Ronkonkoma,New York,United States,N1089W,Fatal,2,0,0,40.787868,-73.112479,BEECH,A36,NA
CEN24FA277,ACC,2024-07-22T12:12:00Z,Oshkosh,Wisconsin,United States,N18BG,Fatal,2,0,0,43.94234,-88.55685,LANCAIR,ES,NA
ERA24LA311,ACC,2024-07-21T19:33:00Z,Beaufort,North Carolina,United States,N9581S,Serious,0,1,1,34.781306,-76.666178,CHAMPION,7ECA,NA
ERA24FA310,ACC,2024-07-21T17:54:00Z,Geneva,Ohio,United States,N751TX,Fatal,1,0,0,41.779134,-80.906911,WILLIAMS JOHN,TITAN T-51 MUSTANG,NA
CEN24LA275,ACC,2024-07-21T11:00:00Z,Cuba City,Wisconsin,United States,N67110,NA,0,0,0,42.624046,-90.397088,BELL,206B,MF HELICOPTERS LLC
ERA24LA312,ACC,2024-07-21T10:07:00Z,Rural Retreat,Virginia,United States,N185GS,None,0,0,0,36.894849,-81.349946,CESSNA,A185F,NA
CEN24LA279,ACC,2024-07-20T19:00:00Z,Rochelle,Illinois,United States,N798EE,Serious,0,1,0,41.889712,-89.090924,EVOLUTION AIRCRAFT INC,REVOLT,NA
CEN24LA281,ACC,2024-07-20T17:30:00Z,Mansfield,Missouri,United States,N919PS,NA,0,0,0,37.126778,-92.621611,QUICKSILVER,GT-400,NA
CEN24LA282,ACC,2024-07-20T15:21:00Z,Oshkosh,Wisconsin,United States,N707KM,None,0,0,0,43.984371,-88.557042,Just,HIGHLANDER,NA
CEN24LA276,ACC,2024-07-20T15:06:00Z,Springfield,Illinois,United States,N26UK,NA,0,0,0,39.781667,-89.65,BELL,206,Heliteam
ANC24LA069,ACC,2024-07-20T14:21:00Z,Gustavus,Alaska,United States,N410B,Fatal,3,0,0,58.65852,-137.13252,BEECH,A35,NA
CEN24LA328,ACC,2024-07-20T13:39:00Z,Telluride,Colorado,United States,N526FC,None,0,0,0,37.951625,-107.8983,HAWKER BEECHCRAFT CORP,HAWKER 900XP,"Corporate Air Charters, LLC"
ERA24FA309,ACC,2024-07-20T11:40:00Z,Youngstown,New York,United States,N1259K,Fatal,1,0,0,43.264,-79.032267,CESSNA,208,Skydive the Falls
ANC24LA068,ACC,2024-07-20T07:45:00Z,Pedro Bay,Alaska,United States,N65223,None,0,0,0,59.73666,-153.92651,DEHAVILLAND,BEAVER U-6A,RAINBOW RIVER LODGE AVIATION LLC
ERA24FA308,ACC,2024-07-19T19:04:00Z,Vienna Center,Ohio,United States,N23553,Fatal,3,0,0,41.2732,-80.69714,BEECH,B-60,NA
ERA24LA352,ACC,2024-07-19T16:00:00Z,Danville,Kentucky,United States,N9991E,None,0,0,0,37.577575,-84.769498,CESSNA,172,WINGS FLIGHT ENTERPRISES INC
ERA24LA316,ACC,2024-07-19T14:30:00Z,Palmyra,Pennsylvania,United States,N788KF,Fatal,1,0,1,40.28746,-76.57701,SHEAFFER LEROY B,KITFOX MODEL IV,NA
CEN24LA280,ACC,2024-07-19T14:00:00Z,Greenville,Michigan,United States,N1524D,None,0,0,0,43,-85,CESSNA,195A,NA
ERA24LA314,ACC,2024-07-19T13:08:00Z,Hegins,Pennsylvania,United States,N176SA,None,0,0,0,40.66519,-76.48335,BELL,OH-58A,NA
ERA24LA315,ACC,2024-07-18T18:35:00Z,Zephyhills,Florida,United States,N8523T,None,0,0,0,0,0,CESSNA,182,NA
WPR24LA251,ACC,2024-07-18T16:25:00Z,Carlsbad,California,United States,N886JB,Minor,0,0,1,33.12825,-117.28008,ROBINSON HELICOPTER,R44,CIVIC HELICOPTERS INC
ERA24LA320,ACC,2024-07-18T11:20:00Z,Port St. Lucie,Florida,United States,N89LF,NA,0,0,0,27.313134,-80.374197,CIRRUS DESIGN CORP,SR20,NA
WPR24LA250,ACC,2024-07-18T10:00:00Z,Hollister,California,United States,N54173,None,0,0,0,36.891059,-121.40804,BOEING,B75N1,NA
CEN24LA272,ACC,2024-07-17T15:00:00Z,Oakland,Nebraska,United States,N622AW,None,0,0,0,41.858379,-96.359851,AIR TRACTOR INC,AT-602,AgWerx Aviation Inc.
DCA24LA241,ACC,2024-07-16T23:16:00Z,Orlando,Florida,United States,N633NK,Serious,0,1,1,28.433298,-81.31225,AIRBUS,A320-232,Spirit Airlines Inc.
CEN24LA273,ACC,2024-07-16T19:45:00Z,Blaine,Minnesota,United States,N220CE,NA,0,0,0,45.144889,-93.210194,PIPER,PA-28-181,MERIDIAN AIRCRAFT LLC
CEN24LA268,ACC,2024-07-16T18:00:00Z,Arcola,Texas,United States,N1941V,Minor,0,0,2,29.506139,-95.476917,PIPER,PA-28-181,NA
CEN24LA269,ACC,2024-07-16T14:30:00Z,Avoca,Nebraska,United States,N2386X,None,0,0,0,40.815538,-96.085319,PIPER,PA-36-375,NA
ERA24FA305,ACC,2024-07-16T09:32:00Z,Easton,Maryland,United States,N7875E,Fatal,1,0,0,38.749383,-76.120883,CESSNA,402,UNIVERSITY RESEARCH FOUNDATION
CEN24LA271,ACC,2024-07-16T00:55:00Z,Eagle Lake,Texas,United States,N609RP,Serious,0,1,4,29,-96,MCDONNELL DOUGLAS HELICOPTER,600N,Last Shadow
CEN24LA274,ACC,2024-07-15T15:00:00Z,David City,Nebraska,United States,N9807V,None,0,0,0,41.23033,-97.122531,CESSNA,A188,Ryan Penick
WPR24LA248,ACC,2024-07-15T11:45:00Z,Ritzville,Washington,United States,N714PW,None,0,0,0,47.103,-118.3863,CESSNA,150M,NA
CEN24LA263,ACC,2024-07-14T17:35:00Z,Lockhart,Texas,United States,N9561V,None,0,0,0,29.844292,-97.6727,CESSNA,172R,NA
CEN24LA265,ACC,2024-07-14T15:00:00Z,Le Roy,Michigan,United States,N7827K,Minor,0,0,2,44.052333,-85.347958,CESSNA,180,NA
ERA24LA317,ACC,2024-07-14T14:35:00Z,Montauk,New York,United States,N8201R,None,0,0,0,41.076667,-71.920472,MOONEY,M20J,NA
WPR24LA246,ACC,2024-07-14T09:45:00Z,Grady,New Mexico,United States,N1000Y,None,0,0,0,34.851167,-103.30133,CESSNA,180,NA
ERA24FA304,ACC,2024-07-13T15:27:00Z,Cuba,Kentucky,United States,N2003Y,Fatal,1,0,0,36.584728,-88.687044,AIR TRACTOR,AT802,OOPS LLC
WPR24LA243,ACC,2024-07-13T11:10:00Z,Cottonwood,Arizona,United States,N473E,None,0,0,0,34.730056,-112.03513,MCDONNELL DOUGLAS HELICOPTER,369E,HELIVENTURE LLC
WPR24LA241,ACC,2024-07-13T10:35:00Z,Herriman,Utah,United States,N6960,None,0,0,0,40.505058,-112.05502,ROBINSON HELICOPTER,R44 II,Takeflight LLC
CEN24LA266,ACC,2024-07-13T10:30:00Z,West Bend,Wisconsin,United States,N129GW,NA,0,0,0,43.422174,-88.127926,CESSNA,172G,RAMAIR LLC
WPR24LA240,ACC,2024-07-13T07:49:00Z,Soldier,Idaho,United States,N2617G,Minor,0,0,2,43.42602,-114.79896,CESSNA,182B,NA
WPR24LA245,ACC,2024-07-13T06:50:00Z,Casper,Wyoming,United States,N307CK,Serious,0,1,0,42.834866,-106.2493,KUBICEK FACTORY S R O,BB26Z,CITY OF RIVERTON
ANC24LA064,ACC,2024-07-12T17:00:00Z,Petersville,Alaska,United States,N535KT,None,0,0,0,62.725683,-150.7958,DEHAVILLAND,DHC-2T,K2 Aviation
CEN24LA262,ACC,2024-07-12T14:21:00Z,Hackney,Kansas,United States,N1078P,None,0,0,0,37.172389,-97.034052,SKYSTAR,KITFOX,NA
CEN24LA261,ACC,2024-07-12T14:00:00Z,Decatur,Illinois,United States,N528JC,None,0,0,0,39.835461,-88.873558,AIR TRACTOR,AT602,"Farm Air, Inc."
CEN24LA264,ACC,2024-07-12T12:30:00Z,Mount Vernon,Illinois,United States,N9776Y,None,0,0,0,38.323361,-88.8585,CESSNA,210,NA
ERA24LA321,ACC,2024-07-12T10:38:00Z,Pisgah Forest,North Carolina,United States,N5VV,None,0,0,0,35.270278,-82.644167,BEECH,58,NA
CEN24LA267,ACC,2024-07-12T05:30:00Z,Saint James,Minnesota,United States,N3EC,None,0,0,0,43.986354,-94.557974,COVINGTON EDWARD L,SHA-GLASAIR,NA
WPR24LA244,ACC,2024-07-11T22:08:00Z,Lakeport,California,United States,N4443X,None,0,0,0,38.990545,-122.90197,PIPER,PA-28R-200,FOX TWO LLC
WPR24LA247,ACC,2024-07-11T17:10:00Z,Lowman,Idaho,United States,N21BH,NA,0,0,0,44.116,-115.62116,BELL,407,CHEMAIR HELICOPTERS INC
CEN24FA260,ACC,2024-07-11T14:07:00Z,Bonita,Louisiana,United States,"N6177J, N795LA",Fatal,1,0,0,32.929721,-91.616178,"AIR TRACTOR INC, AIR TRACTOR INC","AT-502B, AT-802A","MCGINTY FLYING SERVICE LLC,ArklaFlyers, Inc"
ANC24FA063,ACC,2024-07-11T13:05:00Z,Kekaha,Hawaii,United States,N144KW,Fatal,3,0,0,22.183594,-159.64597,ROBINSON HELICOPTER,R44,Ali’i Air Tours
CEN24LA315,ACC,2024-07-11T12:08:00Z,Camdenton,Missouri,United States,N23JK,None,0,0,0,37.972668,-92.689197,GRUMMAN AMERICAN AVN. CORP.,AA-5B,NA
ANC24LA066,ACC,2024-07-11T09:46:00Z,Kenai,Alaska,United States,N7848B,None,0,0,0,60.573333,-151.24483,CURTISS WRIGHT,C-46R,EVERTS AIR FUEL INC
ERA24FA301,ACC,2024-07-11T09:23:00Z,Aguadilla,Puerto Rico,United States,N4167G,Fatal,1,0,1,18.505987,-67.112265,CESSNA,402B,W J MEDICAL CONSULTING
ERA24FA300,ACC,2024-07-10T14:10:00Z,Palm Beach Gardens,Florida,United States,N81250,Fatal,2,0,0,26.843908,-80.208463,PIPER,PA-28-161,NA
ERA24LA303,ACC,2024-07-10T12:30:00Z,Thomasville,Georgia,United States,N4JZ,None,0,0,0,30.80912,-83.92267,JONES,LONG-EZ,NA
WPR24FA238,ACC,2024-07-10T12:10:00Z,Helena,Montana,United States,N10122,Fatal,1,0,0,46.66547,-111.80897,AIR TRACTOR INC,AT-802A,AERO SPRAY INC
ERA24LA306,ACC,2024-07-10T10:50:00Z,Cochran,Georgia,United States,N268MG,None,0,0,0,32.394894,-83.275893,PIPER,PA28,Middle Georgia State University
WPR24LA242,ACC,2024-07-09T18:06:00Z,Teton Village,Wyoming,United States,N4083D,NA,0,0,0,43.607333,-110.73775,CESSNA,182A,SILVER BULLET INC
ANC24LA062,ACC,2024-07-09T11:30:00Z,Tok,Alaska,United States,N876ak,Minor,0,0,1,63.329514,-142.95368,FOXAIR LLC,KITFOX S7 SUPERSPORT,NA
WPR24LA239,ACC,2024-07-09T09:35:00Z,Mesa,Arizona,United States,N540HH,None,0,0,0,33.395,-111.6501,MD Helicopters Inc.,369FF,MD Helicopters
ANC24LA061,ACC,2024-07-08T20:05:00Z,Koliganek,Alaska,United States,N243AK,None,0,0,0,59.726833,-157.26033,PIPER,PA-18-150,Dennis Williams
CEN24LA259,ACC,2024-07-08T18:00:00Z,Thorntown,Indiana,United States,N206WX,None,0,0,0,40.126182,-86.562929,BELL,206L-3,K W AIR LLC
CEN24LA257,ACC,2024-07-08T09:00:00Z,Sedgwick,Arkansas,United States,N6500K,NA,0,0,0,35.974298,-90.864587,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,SCOTT FLYING SERVICE INC
ERA24FA294,ACC,2024-07-07T21:07:00Z,Rutherfordton,North Carolina,United States,N2198G,Fatal,3,0,0,35.5294,-81.915802,CESSNA,182,AIRSTAR AVIATION INC
WPR24FA227,ACC,2024-07-07T18:00:00Z,Eureka,Utah,United States,N969RC,Fatal,1,0,0,40.04965,-112.07123,FANTASY AIR SRO,ALLEGRO 2007,ALLEGRO AIRCRAFT ALLIANCE LLC
ERA24LA296,ACC,2024-07-07T16:35:00Z,Lafayette,Tennessee,United States,N692BS,Serious,0,1,0,36.520028,-86.058056,MISSOULA AVIATION LLC,SUPER DRIFTER,RICHARDSON ROGER
WPR24FA226,ACC,2024-07-06T21:22:00Z,Eatonville,Washington,United States,N3464D,Fatal,2,0,0,46.859549,-122.25799,CHAMPION,7GCBC,HENRICKS AERO LLC
CEN24LA270,INC,2024-07-06T14:26:00Z,Hillrose,Colorado,United States,N23788,None,0,0,0,40.350823,-103.44296,CESSNA,R172E,SCOTT AVIATION INC
WPR24LA235,ACC,2024-07-06T13:35:00Z,Sunriver,Oregon,United States,N6931D,None,0,0,0,43.876312,-121.45305,PIPER,PA-22-150,NA
WPR24LA237,ACC,2024-07-06T13:15:00Z,Scappoose,Oregon,United States,N96558,None,0,0,0,45.771028,-122.86183,BAXTER DANIEL DAVID,STARDUSTER TOO SA300,NA
ERA24LA295,ACC,2024-07-06T13:14:00Z,Clearwater,Florida,United States,N471A,None,0,0,0,27.898059,-82.676496,PIPER,PA-28-181,ATP Flight School
CEN24LA258,ACC,2024-07-06T09:55:00Z,Stillwater,Oklahoma,United States,N9987Z,Minor,0,0,2,36.1376,-97.196093,PROGRESSIVE AERODYNE INC,SEAREY LSA,NA
CEN24LA254,ACC,2024-07-06T09:28:00Z,Atwater,Minnesota,United States,N312FM,None,0,0,0,45.04433,-94.836524,ARGETSINGER DENNIS P,VANS RV-8,NA
ERA24LA313,ACC,2024-07-06T08:40:00Z,Eustis,Florida,United States,N222D,None,0,0,0,28.910671,-81.731789,TROZZI THOMAS,SEAREY,NA
CEN24FA248,ACC,2024-07-05T08:01:00Z,Andale,Kansas,United States,N51017,Fatal,1,0,0,37.78511,-97.638388,FABER VINCENT L,SCORPION 133,NA
CEN24LA256,ACC,2024-07-04T20:15:00Z,Lone Oak,Texas,United States,N80740,Minor,0,0,1,33,-96,GLOBE,GC-1B,Pilot
ERA24LA297,ACC,2024-07-04T19:20:00Z,Bainbridge,Georgia,United States,UNREG,Fatal,1,0,0,30.933667,-84.606633,BUCKEYE,DREAM MACHINE,NA
CEN24LA252,ACC,2024-07-04T18:45:00Z,New Florence,Missouri,United States,N225AM,None,0,0,0,38.919,-91.489,ROBINSON HELICOPTER COMPANY,R44 II,NORDWALD AVIATION SERVICES LLC
WPR24FA225,ACC,2024-07-04T17:25:00Z,Irwin,Idaho,United States,N786AE,Fatal,1,0,0,43.18117,-111.06185,GAME COMPOSITES LLC,GB1 GAMEBIRD,GAMEBIRD WEST LLC
ERA24LA299,ACC,2024-07-04T16:00:00Z,Frankford,Delaware,United States,N749SK,Minor,0,0,1,0,0,BELLANCA,8GCBC,OCEAN AERIAL ADS INC
CEN24LA255,ACC,2024-07-04T14:30:00Z,Brad,Texas,United States,N983LA,None,0,0,0,32.393361,-98.448922,AIR TRACTOR INC,AT-802,NA
CEN24LA251,ACC,2024-07-04T11:30:00Z,Dowagiac,Michigan,United States,N9793A,None,0,0,0,41.993702999999996,-86.122817,CESSNA,170,NA
CEN24LA329,ACC,2024-07-04T11:19:00Z,Leadville,Colorado,United States,N1652T,None,0,0,0,0,0,CESSNA,414,NA
CEN24LA249,ACC,2024-07-04T10:43:00Z,Maybee,Michigan,United States,N426DM,None,0,0,0,42.0039,-83.5155,ROTORWAY,162 F,NA
ERA24FA292,ACC,2024-07-04T10:10:00Z,Lock Haven,Pennsylvania,United States,N739GV,Fatal,1,0,0,41.1425,-77.41778,CESSNA,172N,QUARTER TO TWO FLYING CLUB INC
CEN24LA250,ACC,2024-07-04T08:02:00Z,Fayetteville,Arkansas,United States,N669CB,None,0,0,0,36.005083,-94.170056,CESSNA,180,NA
ERA24LA302,ACC,2024-07-04T04:00:00Z,Myerstown,Pennsylvania,United States,N184VA,None,0,0,0,40.352128,-76.329644,PIPER,PA-32RT-300T,NA
WPR24LA224,ACC,2024-07-03T09:00:00Z,Harmony,Wyoming,United States,N3043S,NA,0,0,0,41.19299,-105.78605,CESSNA,140,NA
WPR24LA228,ACC,2024-07-02T13:30:00Z,Scappoose,Oregon,United States,N725FA,Serious,0,1,0,45,-122,VANS AIRCRAFT INC,RV-12IS,FLYIT LLC
WPR24LA229,ACC,2024-07-02T12:00:00Z,San Diego,California,United States,N74C,Minor,0,0,1,32.815722,-117.13955,CESSNA,172N,PERSONAL AVIATION INC
ANC24LA060,ACC,2024-07-02T03:45:00Z,Susitna,Alaska,United States,N6LU,None,0,0,0,61.411752,-150.59147,DE HAVILLAND,DHC2,Trail Ridge Air
ERA24LA307,ACC,2024-07-01T20:35:00Z,Greenville,North Carolina,United States,N9308Q,NA,0,0,0,35.632679,-77.384875,BEECH,95-B55 (T42A),NA
ERA24LA285,ACC,2024-06-30T19:48:00Z,Albany,Ohio,United States,N75DM,Minor,0,0,2,39.211893,-82.229255,CESSNA,T210L,NA
WPR24LA221,ACC,2024-06-30T18:15:00Z,Calimesa,California,United States,N6553R,Minor,0,0,1,34,-117,BEECH,B19,NA
CEN24FA243,ACC,2024-06-30T17:52:00Z,Selden,Kansas,United States,NS14137,Fatal,2,0,0,39.494389,-100.46117,WACO,YKC,NA
ERA24LA293,ACC,2024-06-30T17:52:00Z,Richmond,Virginia,United States,N865HC,None,0,0,0,37.51018,-77.326606,CESSNA,525,NA
WPR24LA222,ACC,2024-06-30T15:24:00Z,Gig Harbor,Washington,United States,N4402B,NA,0,0,0,47.297844,-122.57811,CESSNA,170B,NA
ERA24FA283,ACC,2024-06-30T13:55:00Z,Trout Creek,New York,United States,N85PG,Fatal,5,0,0,42.238795,-75.264537,PIPER,PA46,NA
CEN24LA245,ACC,2024-06-30T11:15:00Z,Land O' Lakes,Wisconsin,United States,N47RT,Minor,0,0,2,46.162512,-89.220721,RAYTHEON AIRCRAFT COMPANY,A36,NA
ERA24LA284,ACC,2024-06-30T10:13:00Z,Saluda,South Carolina,United States,N94NF,Serious,0,2,0,33.926793,-81.794628,CORELLA NEIL,RV9A,NA
CEN24LA246,ACC,2024-06-30T10:00:00Z,Helm,Mississippi,United States,N9185K,None,0,0,0,33.49772,-90.860493,AIR TRACTOR INC,AT-402,LOVE AERO LLC
ERA24LA286,ACC,2024-06-29T18:40:00Z,Toccoa,Georgia,United States,N7849,None,0,0,0,34.592812,-83.296372,GRUMMAN,G-164A,Cody T. Herring
ERA24LA289,ACC,2024-06-29T18:00:00Z,Lewiston Woodville,North Carolina,United States,N46118,None,0,0,0,36.033729,-77.15066,CESSNA,172I,Mark David Pool
CEN24LA247,ACC,2024-06-29T16:45:00Z,Midland,Texas,United States,N451M,NA,0,0,0,31,-102,AMERICAN AIR RACING INC,LANCAIR IVP,GEMINI COMMERCIAL PROPERTIES LLC
WPR24LA219,ACC,2024-06-28T18:00:00Z,Oxnard,California,United States,N2835Q,NA,0,0,0,34.200807,-119.20722,CESSNA,172L,REGISTRATION PENDING
WPR24FA215,ACC,2024-06-28T17:28:00Z,Big Creek,Idaho,United States,N6210A,Fatal,1,1,0,45.121738,-115.32246,CESSNA,182,DEPOT AVIONICS INC
ANC24LA057,ACC,2024-06-28T15:25:00Z,Juneau,Alaska,United States,N590DB,None,0,0,0,58.354283,-134.60396,DEHAVILLAND-KENMORE,DHC-2,"Lone Eagle Resorts, Inc."
WPR24LA220,ACC,2024-06-28T11:14:00Z,Cedar City,Utah,United States,N315CF,Minor,0,0,1,37.7,-113.1,AVIAT AIRCRAFT INC,A-1C-200,NA
ERA24LA287,ACC,2024-06-27T15:34:00Z,Sanford,Florida,United States,N174SC,None,0,0,0,28.777642,-81.231234,AIRBUS HELICOPTERS,AS350,SEMINOLE COUNTY SHERIFFS OFFICE
CEN24LA244,ACC,2024-06-27T12:30:00Z,Ellicott,Colorado,United States,N10ZR,Minor,0,0,1,38.874031,-104.40893,DOUGLAS D RITTER,DESERT FOX 1,NA
CEN24LA242,ACC,2024-06-27T11:45:00Z,Duluth,Minnesota,United States,N5080J,None,0,0,0,46.84207,-92.193237,CESSNA,310R,NA
CEN24LA241,ACC,2024-06-27T10:40:00Z,Andover,Missouri,United States,N3165C,NA,0,0,0,40.567486,-93.911747,AIR TRACTOR INC,AT-301,NA
CEN24FA240,ACC,2024-06-27T10:28:00Z,McKinney,Texas,United States,N414BS,Fatal,2,1,0,33,-96,CESSNA,414A,NA
ERA24LA279,ACC,2024-06-26T14:49:00Z,DeLand,Florida,United States,N727TK,Serious,0,2,0,29.070264,-81.302224,ALEXANDER S ROLINSKI,AVENTURA II,NA
ANC24LA055,ACC,2024-06-26T14:30:00Z,Tuntutuliak,Alaska,United States,N13AV,None,0,0,0,60.351108,-162.65461,GIPPSLAND,GA-8,GRANT AVIATION INC
ANC24LA058,ACC,2024-06-26T12:30:00Z,Cordova,Alaska,United States,N3411U,None,0,0,0,60.649126,-144.75853,CESSNA,182F,NA
WPR24LA218,ACC,2024-06-26T09:57:00Z,Rio Linda,California,United States,N912RG,NA,0,0,0,38.666667,-121.43333,CANINO BILL,STING RG,NOVABOX LLC
WPR24LA223,ACC,2024-06-26T07:30:00Z,Arroyo Hondo,New Mexico,United States,N53WB,Serious,0,1,0,36.500556,-105.73944,ULTRAMAGIC SA,T210,TAOS BALLOON RIDES
ERA24LA278,ACC,2024-06-25T17:50:00Z,Swans Island,Maine,United States,N7340X,None,0,0,0,44.165486,-68.429078,CESSNA,150,NA
WPR24LA249,ACC,2024-06-25T17:18:00Z,Nephi,Utah,United States,N41RE,None,0,0,0,39,-111,SCHEMPP-HIRTH,DISCUS-2B,NA
ERA24LA288,ACC,2024-06-25T14:53:00Z,Windfall,Ohio,United States,N182GZ,None,0,0,0,0,0,CESSNA,R182,NA
WPR24FA213,ACC,2024-06-25T13:39:00Z,Chamberino,New Mexico,United States,N9709,Fatal,1,0,0,32.02302,-106.7085,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164A,NOR WES INC
ERA24LA275,ACC,2024-06-25T13:13:00Z,Montgomery,Alabama,United States,N14175,None,0,0,0,32.300676,-86.389756,PIPER,PA23,BOX AVIATION INC
ERA24LA276,ACC,2024-06-25T12:55:00Z,New Ipswich,New Hampshire,United States,N453TS,Minor,0,0,1,42.784492,-71.909753,SNYDER,SEAREY,NA
ERA24LA298,ACC,2024-06-25T11:30:00Z,Peachtree City,Georgia,United States,N3301K,None,0,0,0,33.357722,-84.572528,GLOBE,GC-1B,NA
ERA24FA274,ACC,2024-06-25T08:20:00Z,Martin,Tennessee,United States,N325RA,Fatal,1,0,0,36.309868,-88.89125,AIR TRACTOR,AT502,NA
WPR24LA217,ACC,2024-06-25T08:00:00Z,Independence,Oregon,United States,N806GK,NA,0,0,0,44.867152,-123.19824,MOLES KENNETH,RANS S-19,NA
WPR24LA214,ACC,2024-06-25T05:54:00Z,Nicolaus,California,United States,N6793K,None,0,0,0,38.907455,-121.49334,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,CAJUNCATS LLC
DCA24LA219,INC,2024-06-25T05:43:00Z,Portland,Maine,United States,N7861J,None,0,0,0,43.646198,-70.309303,BOEING,737-79P,SOUTHWEST AIRLINES CO
ERA24LA277,ACC,2024-06-24T12:15:00Z,Fire Island,New York,United States,N890MA,None,0,0,0,40.640305,-73.171209,PIPER,PA-28-151,ICARUS FLYING ACADEMY LLC
WPR24LA216,ACC,2024-06-24T11:55:00Z,Parowan,Utah,United States,N517PB,Serious,0,1,0,37.84895,-112.81118,ALEXANDER SCHLEICHER GMBH & CO,ASH 31 MI,NA
WPR24LA206,ACC,2024-06-23T19:42:00Z,Spokane Valley,Washington,United States,N4059D,None,0,0,0,47.621631,-117.23473,CESSNA,182A,AIR COEUR LLC
ANC24LA053,ACC,2024-06-23T18:47:00Z,Tok,Alaska,United States,N2839C,NA,0,0,0,63.33,-142.954,CESSNA,170B,NA
ANC24LA059,ACC,2024-06-23T18:30:00Z,Anchorage,Alaska,United States,N748WP,None,0,0,0,61.41502,-149.50967,CESSNA,185,NA
ERA24LA273,ACC,2024-06-23T11:00:00Z,Laurens,South Carolina,United States,N60DF,None,0,0,0,34.418833,-82.023167,CONSTRUZIONI AERONAUTICHE TECN,P2004 BRAVO,NA
CEN24LA238,ACC,2024-06-23T09:45:00Z,Fort Leavenworth,Kansas,United States,N74CF,None,0,0,0,39.3675,-94.9143,CESSNA,A185F,WINCAR AIR LLC
CEN24LA236,ACC,2024-06-23T09:06:00Z,Boerne,Texas,United States,N87AQ,None,0,0,0,29.723219,-98.694557,CIRRUS DESIGN CORP,SR22T,Texas Skies Flight School
WPR24LA204,ACC,2024-06-23T08:50:00Z,Winifred,Montana,United States,N5519C,None,0,0,0,47,-108,MAULE,MXT-7-180,KUKEEZA LLC
WPR24LA209,ACC,2024-06-22T12:00:00Z,Chamberlain Guard Station,Idaho,United States,N4722B,None,0,0,0,45.379078,-115.19678,CESSNA,180,NA
CEN24LA237,ACC,2024-06-22T10:10:00Z,Schriever,Louisiana,United States,N77143,None,0,0,0,29.747609,-90.833193,CESSNA,140,NA
WPR24LA205,ACC,2024-06-22T08:35:00Z,Douglas,Wyoming,United States,N406Z,Minor,0,0,1,42,-105,REPLICA,PA-12 REPLICA,NA
ERA24LA272,ACC,2024-06-21T18:45:00Z,Sopchoppy,Florida,United States,N425UW,None,0,0,0,30.21007,-84.681781,ADAMS WALTER R,SEAREY,NA
ERA24LA271,ACC,2024-06-21T12:10:00Z,Hernando,Florida,United States,N734XT,None,0,0,0,28.569722,-82.655278,CESSNA,172,AMERICAN AVIATION INC
WPR24FA202,ACC,2024-06-21T10:45:00Z,Capitan,New Mexico,United States,N331BS,Fatal,1,0,0,33.586927,-105.42214,AIR TRACTOR INC,AT-802A,Coastal Air Strike
WPR24LA208,ACC,2024-06-21T10:14:00Z,Yellow Pine,Idaho,United States,N588Z,None,0,0,0,44.891667,-115.71305,DEHAVILLAND,BEAVER DHC-2 MK.1,POWER JUSTIN TRUSTEE
